"day","hour","RL_act","CON_act","SPV_act","WND_act","SPV_forc","WND_forc","CON_forc","VWAP","DA_SPOT"
"2015-01-15","07:00",67447.24986,73813.32486,220.425,6145.65,460.3489521,5192.074457,73422.72716,47.46,49.64
"2015-01-16","08:00",66721.26486,74944.26486,2437.925,5785.075,2686.953654,4261.3409,76755.98701,34.43,48.33
"2015-01-17","09:00",62799.22486,74118.32486,7106.675,4212.425,5860.570505,3459.926057,76625.19916,31.95,44.97
"2015-01-18","10:00",60740.65986,74847.88486,11065.075,3042.15,10444.80665,3035.759757,76574.66435,28.31,35.01
"2015-01-19","11:00",59486.61986,75900.74486,13567.4,2846.725,12661.00532,2758.499586,77911.10348,30.37,31.68
"2015-01-20","12:00",59424.94486,76089.84486,13643.175,3021.725,13389.48271,2535.484129,77402.63215,32.55,31.23
"2015-01-21","13:00",59928.14986,75216.32486,12171.45,3116.725,10642.05275,2195.346757,76819.72415,34.4,31.24
"2015-01-22","14:00",60711.28486,72926.38486,9359.95,2855.15,8642.855389,1784.007543,75639.57976,37.61,32.14
"2015-01-23","15:00",62439.36986,70971.94486,6182.85,2349.725,5715.484373,1502.018257,74519.26671,44.84,37.25
"2015-01-24","16:00",64363.62486,69006.52486,2634.525,2008.375,2025.487613,1469.028114,72979.02652,45.87,40.33
"2015-01-25","17:00",70329.39986,72831.22486,441.7,2060.125,357.6807595,1867.174057,75074.01574,50.38,44.94
"2015-01-26","18:00",73899.26986,76443.64486,1.2,2543.175,0,2415.404171,78277.23868,75.39,82.04
"2015-01-27","19:00",72540.26486,75499.36486,0,2959.1,0,2867.760586,77560.71777,64.16,71.74
"2015-01-28","20:00",66986.49986,69939.82486,0,2953.325,0,3152.728857,72969.66431,47.39,56.51
"2015-01-29","21:00",63131.43986,66690.96486,0,3559.525,0,3444.497143,70092.53818,40.08,47.19
"2015-01-30","22:00",59796.78486,63587.28486,0,3790.5,0,3534.563857,67783.37839,37.8,39.94
"2015-01-31","23:00",54916.06986,58576.74486,0,3660.675,0,3344.584714,63206.89469,32.97,30.76
"2015-02-01","00:00",48214.57486,52011.92486,0,3797.35,0,3573.920671,59883.55342,29.17,31.94
"2015-02-02","01:00",46227.38486,49886.68486,0,3659.3,0,3555.445186,57949.43996,29.4,31.38
"2015-02-03","02:00",45372.78986,49214.46486,0,3841.675,0,3599.019307,57071.11953,30.82,30.09
"2015-02-04","03:00",44828.77986,48674.00486,0,3845.225,0,3591.428621,57391.7193,26.75,28.86
"2015-02-05","04:00",45895.82986,49558.50486,0,3662.675,0,3843.407079,58593.12289,28.66,29.2
"2015-02-06","05:00",49433.84986,53238.02486,0,3804.175,0,4167.953664,61897.08656,34.48,31.3
"2015-02-07","06:00",57015.76486,61207.06486,0.5,4190.8,0,4484.781821,69747.931,39.26,42.03
"2015-02-08","07:00",63837.19986,68835.72486,186.425,4812.1,405.8396884,4518.717064,75444.27746,48.36,56.19
"2015-02-09","08:00",62714.66986,69575.04486,1748.625,5111.75,2322.110014,4247.231764,78217.44631,49.28,54.9
"2015-02-10","09:00",59840.65486,69444.50486,5112.1,4491.75,5175.943242,4034.239914,78359.35986,39.53,47.67
"2015-02-11","10:00",58333.33986,70436.36486,8414.975,3688.05,8714.298515,3628.739964,78284.01968,42.96,33.69
"2015-02-12","11:00",57485.30486,71018.30486,10331.425,3201.575,10643.82903,2890.29245,79243.47896,47.59,32.48
"2015-02-13","12:00",57233.14986,70793.82486,10712.175,2848.5,11289.99262,2311.430293,78477.21998,48.16,31.75
"2015-02-14","13:00",57663.13986,70235.06486,9892.85,2679.075,9297.227641,1970.493064,76974.3193,49.55,32.2
"2015-02-15","14:00",58801.15986,68705.18486,7315.425,2588.6,7549.581955,1845.439121,75633.83822,46.58,36.98
"2015-02-16","15:00",60495.24986,67658.42486,4530.5,2632.675,4967.629132,1741.443357,74459.3094,49.48,43.44
"2015-02-17","16:00",61242.90486,66272.50486,1983.525,3046.075,1759.834234,2011.915036,72782.73709,50.6,45.72
"2015-02-18","17:00",63688.26986,68086.64486,298.25,4100.125,328.5407422,2884.2663,75048.61572,50.49,53.91
"2015-02-19","18:00",68976.17486,73660.82486,1.025,4683.625,0,3977.520421,78488.29706,70.75,73.68
"2015-02-20","19:00",67321.03986,72406.66486,0,5085.625,0,4635.935957,77768.38187,52.6,59.98
"2015-02-21","20:00",62489.09486,67360.74486,0,4871.65,0,4806.116507,73161.54885,42.41,45.94
"2015-02-22","21:00",57513.66986,62425.84486,0,4912.175,0,4836.877379,70200.62783,40.4,39.68
"2015-02-23","22:00",54438.24486,59375.84486,0,4937.6,0,4704.673507,67781.40982,36.92,34.02
"2015-02-24","23:00",49611.65986,54528.78486,0,4917.125,0,4510.679871,63169.07224,31.98,30.87
"2015-02-25","00:00",49588.81486,54710.56486,0,5121.75,0,5220.5564,59024.25599,29.9,30.61
"2015-02-26","01:00",47558.42986,52724.40486,0,5165.975,0,4945.441714,57029.6669,31.9,29.65
"2015-02-27","02:00",45811.76986,50445.44486,0,4633.675,0,4911.819043,56123.54036,28.97,28.46
"2015-02-28","03:00",46414.47486,50907.82486,0,4493.35,0,4942.463371,56097.61913,28.67,27.67
"2015-03-01","04:00",47711.56986,52263.24486,0,4551.675,0,5054.103186,57052.18307,26.88,28.51
"2015-03-02","05:00",50801.83486,55498.68486,0,4696.85,0,5195.215714,60448.25928,29.93,29.34
"2015-03-03","06:00",59396.64986,64163.12486,0.25,4766.225,0,5384.994871,68122.53032,39.86,38.19
"2015-03-04","07:00",66843.79986,71885.72486,80.625,4961.3,224.0077154,5555.103829,73802.28263,46.37,47.45
"2015-03-05","08:00",69155.04986,74893.02486,653.125,5084.85,1210.38794,5794.379771,77013.43944,47.69,48.19
"2015-03-06","09:00",67440.25986,74073.18486,1917.375,4715.55,2740.659766,6108.603443,76886.86141,48.18,49.22
"2015-03-07","10:00",65482.56986,74095.14486,3528,5084.575,5131.470779,6410.446829,76968.25577,50.19,53.93
"2015-03-08","11:00",64925.66486,75340.76486,4802.575,5612.525,6386.62019,6427.964614,78231.17659,49.48,53.96
"2015-03-09","12:00",58724.66986,70605.94486,5676.15,6205.125,6831.545953,6531.414071,77805.73919,48.66,50.76
"2015-03-10","13:00",63023.46486,74096.36486,5143.95,5928.95,6612.639862,6185.078357,76360.02783,44.5,49.48
"2015-03-11","14:00",63048.49486,72222.44486,3986.975,5186.975,5373.667634,5515.929586,74620.13314,39.18,49.37
"2015-03-12","15:00",64259.11486,71497.76486,2792.725,4445.925,3543.226578,5016.975986,72803.36928,40.61,47.95
"2015-03-13","16:00",65186.85486,70335.10486,1296.375,3851.875,1554.61455,4660.740114,71131.11047,41.34,44.71
"2015-03-14","17:00",67463.02986,71463.60486,225.85,3774.725,301.2237475,4445.351657,73703.72088,48.74,47.44
"2015-03-15","18:00",72618.01986,76419.24486,4.75,3796.475,0,4339.058714,77559.30559,62.88,70
"2015-03-16","19:00",70587.01486,74669.76486,0,4082.75,0,4367.869629,76696.77444,52.83,59.54
"2015-01-06","20:00",64668.49486,68904.04486,0,4235.55,0,4469.096671,71758.57692,42.25,54.27
"2015-01-07","21:00",61254.89486,65811.34486,0,4556.45,0,4647.692614,68493.46547,35.64,47.02
"2015-01-08","22:00",58872.94486,63432.34486,0,4559.4,0,4553.122414,65563.94078,32.3,37.32
"2015-01-09","23:00",53850.38486,58225.38486,0,4375,0,4248.668357,61593.98714,27.7,31.43
"2015-01-10","00:00",49774.16486,54185.96486,0,4411.8,0,4409.188986,55169.48209,25.89,30.09
"2015-01-11","01:00",47724.49486,52287.64486,0,4563.15,0,4270.82845,53059.53748,26.18,29.47
"2015-01-12","02:00",46582.89986,51005.42486,0,4422.525,0,4287.0863,52079.3283,24.41,28.87
"2015-01-13","03:00",46993.68986,51453.16486,0,4459.475,0,4288.463893,52086.10837,20.7,27.75
"2015-01-14","04:00",48113.25486,52657.30486,0,4544.05,0,4351.790971,52909.58931,22.49,27.69
"2015-01-15","05:00",50842.64486,55258.34486,0,4415.7,0,4372.500271,56287.57854,25.36,27.85
"2015-01-16","06:00",59462.36986,63883.74486,0.55,4420.825,0,4432.856464,64041.9925,31.12,34.51
"2015-01-17","07:00",65691.18486,70614.48486,188.2,4735.1,360.8386732,4531.095643,69954.89257,39.56,46.28
"2015-01-18","08:00",66053.82486,72678.72486,1383.8,5241.1,1883.404892,4651.147836,73001.07916,43.42,48.34
"2015-01-19","09:00",62816.73986,72900.76486,4637.925,5446.1,4088.018456,4786.299043,72819.84557,41.11,48.28
"2015-01-20","10:00",58908.47486,72703.12486,8288.2,5506.45,7379.150275,5243.694457,72982.74171,36.49,44.05
"2015-01-21","11:00",55418.73986,72876.36486,11500.975,5956.65,8928.536243,5799.302371,74555.25584,31.4,42.46
"2015-01-22","12:00",53569.90986,73371.68486,12816.225,6985.55,9450.990317,6304.805343,74433.77549,27.95,33.62
"2015-01-23","13:00",53870.15986,73328.98486,11760.4,7698.425,8644.722812,6761.89825,73049.44188,26.8,31.98
"2015-01-24","14:00",54721.66986,72216.34486,9370.275,8124.4,7066.925657,7031.930543,71684.80811,27.14,31.54
"2015-01-25","15:00",57409.57486,71861.32486,6391.35,8060.4,4762.355122,7161.545743,70265.95556,30.32,32.19
"2015-01-26","16:00",60073.69486,70929.24486,3197.7,7657.85,1967.277523,7649.307443,68610.8209,31.7,32.45
"2015-01-27","17:00",63865.29986,72697.02486,588.3,8243.425,394.0806022,8703.021029,71112.49528,42.1,40.98
"2015-01-28","18:00",69372.78986,79000.76486,5.325,9622.65,0,9774.677207,75215.84875,42.78,46
"2015-01-29","19:00",67211.51486,78543.26486,0,11331.75,0,10651.98531,74354.12884,35.91,38.55
"2015-01-30","20:00",60722.65486,73043.50486,0,12320.85,0,10664.48224,69506.65657,32.28,31.27
"2015-01-31","21:00",56073.42486,68701.52486,0,12628.1,0,10842.4481,65593.78586,26.94,30.2
"2015-02-01","22:00",53474.40986,65850.38486,0,12375.975,0,10780.28524,62256.32416,28.32,28.84
"2015-02-02","23:00",48662.15486,60794.70486,0,12132.55,0,10173.04789,58426.88846,23.34,25.17
"2015-02-03","00:00",45188.39986,57056.62486,0,11868.225,0,11436.31909,55143.24371,16.7,20.49
"2015-02-04","01:00",43685.92486,54531.22486,0,10845.3,0,11050.00509,52726.65883,16.72,22.15
"2015-02-05","02:00",43019.53486,53205.08486,0,10185.55,0,10283.77209,51286.4878,13.53,20.84
"2015-02-06","03:00",42875.83486,52534.08486,0,9658.25,0,9620.4613,51393.27594,13.19,19.42
"2015-02-07","04:00",45139.79486,53666.24486,0,8526.45,0,9116.024443,52382.29824,14.65,21.02
"2015-02-08","05:00",49359.82486,57215.22486,0,7855.4,0,8581.925786,56170.8826,22.26,26.64
"2015-02-09","06:00",58540.14986,65718.62486,0.5,7177.975,0,7969.863714,63644.35856,27.05,35.83
"2015-02-10","07:00",64898.31486,71821.06486,124.65,6798.1,188.5239639,7428.956429,69895.21635,33.18,45.92
"2015-02-11","08:00",66430.87486,73959.72486,1037.05,6491.8,1123.114966,6983.304029,73888.82213,35.19,45.92
"2015-02-12","09:00",65506.70986,74304.98486,2750.95,6047.325,2547.07313,6682.638957,73872.47912,28.72,41.28
"2015-02-13","10:00",64699.70486,75434.70486,4348.175,6386.825,5138.958308,6509.888471,73729.79042,28.07,39.42
"2015-02-14","11:00",62316.10486,75062.60486,5370.95,7375.55,6397.612261,6539.174657,74285.02215,28.94,40.92
"2015-02-15","12:00",59859.17486,74246.42486,6205.375,8181.875,6851.027125,6661.040829,73567.40201,29.74,40.91
"2015-02-16","13:00",57711.01486,72400.56486,6239.95,8449.6,6843.95441,6628.634471,72357.45546,28.62,33.08
"2015-02-17","14:00",57027.53986,70692.56486,5377.35,8287.675,5597.766876,6341.428214,71278.05988,26.96,32.16
"2015-02-18","15:00",58122.75986,69479.88486,3827.5,7529.625,3751.277321,6129.100786,69688.56036,27.25,32.1
"2015-02-19","16:00",59591.51986,68757.64486,2045.1,7121.025,1665.925273,6147.0501,68349.87414,28.38,31.68
"2015-02-20","17:00",63656.11486,70906.06486,503.05,6746.9,354.2258235,6463.681571,70844.92774,31.22,42.9
"2015-02-21","18:00",67729.24986,75045.52486,5.975,7310.3,0,6799.8978,74454.7363,38.53,49.44
"2015-02-22","19:00",64521.43986,72705.56486,0,8184.125,0,7309.952114,72710.68184,34.71,49.96
"2015-02-23","20:00",59976.98486,68052.48486,0,8075.5,0,7918.897629,67245.24819,29.63,43.9
"2015-02-24","21:00",56941.34486,65616.14486,0,8674.8,0,8453.188029,63618.10743,26.55,32.63
"2015-02-25","22:00",55068.69986,64083.82486,0,9015.125,0,8801.6873,61126.35672,27.7,32.01
"2015-02-26","23:00",50486.23486,59805.28486,0,9319.05,0,9122.4964,57460.50301,26.19,28.82
"2015-02-27","00:00",46468.73986,55857.36486,0,9388.625,0,10073.29995,53580.58046,32.52,27.27
"2015-02-28","01:00",43822.35096,53130.95096,0,9308.6,0,10122.2611,50903.95905,30.53,23.91
"2015-03-01","02:00",42245.47707,51779.47707,0,9534,0,10297.67235,49187.97752,23.7,20.41
"2015-03-02","03:00",41813.35318,51489.40318,0,9676.05,0,10476.559,48822.81248,23.21,21.02
"2015-03-03","04:00",41700.78929,51873.98929,0,10173.2,0,10663.96665,48737.25924,18.54,18.67
"2015-03-04","05:00",41279.7054,52098.7554,0,10819.05,0,10791.13765,49283.84231,20.1,20.46
"2015-03-05","06:00",41578.61651,53288.54151,1.175,11708.75,0,10900.27265,50226.64381,20.93,20.26
"2015-03-06","07:00",43776.29261,56072.86761,319.725,11976.85,642.0383495,10497.30365,53269.32881,27.93,26.43
"2015-03-07","08:00",45683.55372,59806.35372,2829.95,11292.85,3029.767313,9388.8159,58217.70821,27.84,28.14
"2015-03-08","09:00",44953.76483,62874.93983,7352.925,10568.25,6379.595737,8461.5399,60738.88706,26.78,28.66
"2015-03-09","10:00",43791.76594,65567.76594,10887.35,10888.65,8514.356176,8564.4954,61659.24516,24.48,28.33
"2015-03-10","11:00",43571.23205,67287.03205,12840.575,10875.225,10304.20847,9649.91215,62685.62173,16.86,25.38
"2015-03-11","12:00",44093.09316,67147.01816,11877.375,11176.55,10887.82345,10817.62955,62152.06154,12.46,22.25
"2015-03-12","13:00",44735.99427,65295.34427,9582.975,10976.375,8685.837807,10751.9103,60564.45763,18.27,22.29
"2015-03-13","14:00",45808.80537,62800.73037,7353.9,9638.025,7113.876915,9295.30475,59607.66543,28.11,25.71
"2015-03-14","15:00",48069.29648,61402.89648,4873.8,8459.8,4773.121939,8229.3318,58624.42242,34.76,28.12
"2015-03-15","16:00",50764.62759,60178.30259,2288.95,7124.725,1965.206918,7436.9454,57986.99262,29.51,31.33
"2015-03-16","17:00",55127.9537,61602.3287,406.65,6067.725,408.7689185,6909.4507,61604.62843,35.8,37.71
"2015-01-06","18:00",61004.88981,66690.01481,8.225,5676.9,0,6576.77235,66773.67224,52.83,50.91
"2015-01-07","19:00",59275.62092,65148.22092,0,5872.6,0,6502.0378,65667.81233,43.95,49.93
"2015-01-08","20:00",55116.69702,61271.34702,0,6154.65,0,6547.51255,60857.5576,32.82,39.65
"2015-01-09","21:00",52025.47813,58277.75313,0,6252.275,0,6828.67275,58141.93133,28.77,28.17
"2015-01-10","22:00",51300.92924,57341.07924,0,6040.15,0,6907.8973,56997.04255,29.49,28.77
"2015-01-11","23:00",46832.58535,52761.48535,0,5928.9,0,6997.8898,53544.91547,28.24,26.77
"2015-01-12","00:00",43057.82146,48985.87146,0,5928.05,0,7174.952929,50946.57385,25.43,26.11
"2015-01-13","01:00",40043.27257,45840.99757,0,5797.725,0,7255.368057,48318.24844,22.3,21.63
"2015-01-14","02:00",38824.67868,44677.40368,0,5852.725,0,7343.530229,46749.73418,19.25,22.07
"2015-01-15","03:00",38025.55978,44276.30978,0,6250.75,0,7509.429243,46103.23454,15.79,19.48
"2015-01-16","04:00",38054.95089,44318.07589,0,6263.125,0,7619.906157,45916.44378,15.88,16.28
"2015-01-17","05:00",37940.082,44478.182,0,6538.1,0,7958.911586,46455.93925,15.94,19.86
"2015-01-18","06:00",36823.38311,43938.00811,1.275,7113.35,0,8266.539571,46436.6532,13.42,15.73
"2015-01-19","07:00",37042.05922,45105.83422,390.575,7673.2,592.8092787,8031.468343,47613.27685,14.67,15.73
"2015-01-20","08:00",37927.11533,48425.74033,2933.6,7565.025,2661.085194,7351.359086,51117.24441,13.6,17.1
"2015-01-21","09:00",37030.58143,51804.20643,8264.4,6509.225,5476.984236,6846.614971,53684.16407,9.03,16.63
"2015-01-22","10:00",35076.36754,54567.79254,12924.35,6567.075,9990.771268,6586.092586,55319.75714,10.35,17.46
"2015-01-23","11:00",33362.61865,57132.51865,15768.025,8001.875,11960.61992,6255.328557,57567.83942,8.64,16.77
"2015-01-24","12:00",32096.92476,57805.02476,16409.25,9298.85,12620.79339,5982.260586,57120.73565,8.37,14.68
"2015-01-25","13:00",31315.12087,56076.57087,15745.65,9015.8,12528.91647,5861.037671,55250.89622,5.23,12.98
"2015-01-26","14:00",30225.29698,52626.69698,13481.925,8919.475,10356.14292,5975.624543,53788.05663,1.75,11.26
"2015-01-27","15:00",33210.34809,51439.92309,9857.75,8371.825,7127.264626,5983.995114,52651.19633,0.94,11.7
"2015-01-28","16:00",38686.37919,50642.32919,4871.475,7084.475,2957.909782,6236.966014,52334.98675,8.25,12.94
"2015-01-29","17:00",47247.7453,54868.6953,923.425,6697.525,675.4007678,6681.432357,56464.62022,15.29,30.57
"2015-01-30","18:00",55722.53141,63305.28141,15.125,7567.625,1.576552442,7351.033686,63031.58155,33.06,40.06
"2015-01-31","19:00",55757.47252,64359.64752,0,8602.175,0,7974.276086,63383.89954,35.34,35.49
"2015-02-01","20:00",51888.86363,60747.51363,0,8858.65,0,8292.230843,60130.96586,26.44,27.81
"2015-02-02","21:00",49215.26474,58377.33974,0,9162.075,0,8690.366171,58939.03047,25.5,26.36
"2015-02-03","22:00",49131.10585,57973.80585,0,8842.7,0,8749.308971,59148.21706,24.65,27.1
"2015-02-04","23:00",45380.18195,53993.23195,0,8613.05,0,8534.8402,55617.44721,19.89,25.71
"2015-02-05","00:00",42263.55806,50933.75806,0,8670.2,0,8333.165407,53637.14753,15.25,14.5
"2015-02-06","01:00",41093.95417,49272.40417,0,8178.45,0,8246.295386,51912.83574,14.16,15.09
"2015-02-07","02:00",40283.03528,48230.81028,0,7947.775,0,8248.865886,51146.5725,11.57,17.22
"2015-02-08","03:00",39769.15139,47754.07639,0,7984.925,0,8199.835114,51334.88872,8.59,13.68
"2015-02-09","04:00",41582.0175,50071.1425,0,8489.125,0,8288.872807,52649.65,10.8,14
"2015-02-10","05:00",45713.4686,54923.3686,0,9209.9,0,8464.418321,57260.97183,17.78,18.12
"2015-02-11","06:00",55777.77971,66074.45471,2.675,10294,0,8673.839229,66340.64554,40.68,35.66
"2015-02-12","07:00",60467.40082,71952.70082,680.7,10804.6,1021.687169,8419.09505,72771.72069,46.01,46.95
"2015-02-13","08:00",58319.21693,73238.86693,4963.075,9956.575,4396.024542,7892.306186,75583.33508,47.39,42.96
"2015-02-14","09:00",54393.70804,73542.93304,11285.85,7863.375,8699.7759,7522.177457,75724.37768,28.96,29.89
"2015-02-15","10:00",50066.44915,73694.49915,16138.125,7489.925,13783.31515,7172.965543,75856.4759,23.59,28.35
"2015-02-16","11:00",47779.38026,76050.60526,19453.3,8817.925,16315.20588,7144.847943,76869.19533,24.3,28.25
"2015-02-17","12:00",46899.16136,76509.61136,20342.725,9267.725,17088.76281,7074.416786,76004.24674,24.34,26.77
"2015-02-18","13:00",47173.17247,75924.29747,19237.1,9514.025,15621.03714,7225.73065,75542.51033,24.02,27.46
"2015-02-19","14:00",48715.70858,74179.98358,16077.1,9387.175,13007.36325,7423.538186,74410.3179,23.96,27.89
"2015-02-20","15:00",52284.53469,73072.50969,11426.4,9361.575,9084.933922,7708.531036,72908.73521,27.83,28.52
"2015-02-21","16:00",57487.1708,71352.5958,5466.875,8398.55,3236.02917,8327.567621,70931.1719,28.48,32.97
"2015-02-22","17:00",62814.06191,72303.26191,999.85,8489.35,765.6010319,9628.035336,73146.12291,41.89,46.16
"2015-02-23","18:00",67005.01301,77490.98801,16,10469.975,3.162762705,10866.08148,77498.63913,70.83,64.95
"2015-02-24","19:00",65973.04412,77705.99412,0,11732.95,0,11517.15466,77113.62717,67.01,52.06
"2015-02-25","20:00",61638.72023,73377.72023,0,11739,0,11398.00159,72305.69651,47.84,39.95
"2015-02-26","21:00",58918.40134,70231.62634,0,11313.225,0,11221.11233,68744.58454,38.36,29.35
"2015-02-27","22:00",56065.22245,66636.57245,0,10571.35,0,10883.26844,65740.6756,35.33,28.12
"2015-02-28","23:00",51266.59356,61254.21856,0,9987.625,0,10140.3054,61101.98818,28.21,24.08
"2015-03-01","00:00",49034.22967,58082.50467,0,9048.275,0,9172.231414,56392.89198,24.78,26.22
"2015-03-02","01:00",46714.80577,55108.43077,0,8393.625,0,8700.112414,54311.14977,20.21,23.87
"2015-03-03","02:00",45820.35188,53593.47688,0,7773.125,0,8589.497629,53197.63636,21.44,22.77
"2015-03-04","03:00",46001.86799,53684.04299,0,7682.175,0,8370.321214,53379.59096,21.77,20.29
"2015-03-05","04:00",47361.8141,55029.9891,0,7668.175,0,8452.432629,54491.4517,25.31,21.82
"2015-03-06","05:00",50248.56021,57931.43521,0,7682.875,0,8774.675614,58298.78841,26.21,25.94
"2015-03-07","06:00",59465.76632,67381.84132,2.825,7913.25,0,9184.816186,66204.30837,39.55,36.97
"2015-03-08","07:00",63794.25242,72469.52742,759.5,7915.775,974.1433447,8690.130757,71991.523,47.57,46.95
"2015-03-09","08:00",60461.32853,72691.85353,4888.45,7342.075,4003.404653,7812.945614,74278.91868,44.36,44.92
"2015-03-10","09:00",57698.80464,73505.87964,10164.075,5643,7973.148636,7112.639186,74413.81031,34.23,30.75
"2015-03-11","10:00",54704.22575,73552.52575,14615.85,4232.45,12471.29487,6584.137043,74437.93612,29.4,29.59
"2015-03-12","11:00",54614.11186,75584.11186,16981.4,3988.6,14785.1276,5997.7249,75642.77487,34.06,29.02
"2015-03-13","12:00",53990.08797,75568.53797,17319.675,4258.775,15516.93932,5545.3439,75127.55967,34.19,28.88
"2015-03-14","13:00",54386.61408,75089.36408,15553.05,5149.7,13438.79017,5402.6018,74029.92198,34.84,29.01
"2015-03-15","14:00",56212.98518,74056.31018,12098.05,5745.275,11162.58859,5605.417614,72731.46516,36.17,29.13
"2015-03-16","15:00",59707.11629,73429.51629,7951.75,5770.65,7718.019848,5725.5539,71521.77406,36.16,30.95
"2015-01-06","16:00",62693.4574,71702.2824,3510.1,5498.725,2744.867722,6148.166229,69612.90745,38.15,33.71
"2015-01-07","17:00",65648.45851,72400.40851,583.025,6168.925,664.0734709,7048.935943,72513.49483,45.57,42.61
"2015-01-08","18:00",70315.87962,77516.15462,10.725,7189.55,2.884968097,8153.877629,77568.89955,71.3,72.68
"2015-01-09","19:00",68585.13573,76084.16073,0,7499.025,0,8917.751957,77328.49261,59.88,62.52
"2015-01-10","20:00",63582.51684,71278.86684,0,7696.35,0,8885.862529,72547.25755,46.22,44.93
"2015-01-11","21:00",60715.50294,67637.45294,0,6921.95,0,8755.658457,68470.79941,39.94,35.63
"2015-01-12","22:00",57880.97905,64242.47905,0,6361.5,0,8227.625443,64925.51343,38.86,31.36
"2015-01-13","23:00",53995.87016,59849.54516,0,5853.675,0,7396.245643,59836.18246,34.29,28.89
"2015-01-14","00:00",50798.05627,56561.93127,0,5763.875,0,6712.833864,55531.11821,35.22,27.89
"2015-01-15","01:00",48860.68238,54130.75738,0,5270.075,0,6160.599943,53142.26207,30.47,27.16
"2015-01-16","02:00",48078.82849,52859.80349,0,4780.975,0,5720.919471,51852.32699,29.57,27.29
"2015-01-17","03:00",47952.39459,52364.76959,0,4412.375,0,5356.86905,52123.43276,29.79,26.91
"2015-01-18","04:00",50391.6457,54197.4957,0,3805.85,0,4938.956671,53354.35703,29.46,27.86
"2015-01-19","05:00",53326.01181,56911.06181,0,3585.05,0,4587.104743,57640.24586,31.12,28.48
"2015-01-20","06:00",62449.55292,65962.52792,2.15,3510.825,0,4198.620886,65990.87683,40.46,39.22
"2015-01-21","07:00",69153.97403,72694.77403,486.1,3054.7,612.0509947,3452.7653,71992.69509,49.34,45.05
"2015-01-22","08:00",68859.16514,74151.74014,2869.625,2422.95,2569.090078,2417.925007,74777.68587,48.99,49.24
"2015-01-23","09:00",65740.22625,73725.02625,6388.65,1596.15,5188.098808,1793.722193,74884.26267,52.42,51.3
"2015-01-24","10:00",63616.55235,74032.75235,9515.075,901.125,8533.477983,1552.090264,75422.92236,47.29,45.01
"2015-01-25","11:00",61799.62346,74280.69846,11792.525,688.55,10267.71851,1485.503057,77118.01615,41.9,41.03
"2015-01-26","12:00",60249.34457,73552.64457,12591,712.3,10832.10119,1449.747957,77040.15327,43.57,36.44
"2015-01-27","13:00",61224.98568,73582.21068,11699.2,658.025,9948.131773,1345.344764,75927.39521,42.95,38.78
"2015-01-28","14:00",60992.09179,71125.41679,9481.6,651.725,8195.25412,1200.9463,74551.37498,45.5,41.94
"2015-01-29","15:00",63431.2429,70451.0429,6448.2,571.6,5590.36482,1106.754121,72654.34419,46.88,43.35
"2015-01-30","16:00",65303.844,68879.969,3023.825,552.3,2139.040965,1099.024414,70756.13064,45.05,41.81
"2015-01-31","17:00",69117.63511,70385.73511,601.05,667.05,535.3216562,1213.980464,73206.75861,47.84,43.99
"2015-02-01","18:00",74064.22122,75070.82122,14.525,992.075,3.916882946,1339.563393,78154.27077,78.7,71.19
"2015-02-02","19:00",73139.59233,74403.76733,0,1264.175,0,1479.564929,78352.08371,67.55,72.95
"2015-02-03","20:00",67554.23344,69047.03344,0,1492.8,0,1510.797064,73618.49679,44.49,49.85
"2015-02-04","21:00",63989.45455,65756.97955,0,1767.525,0,1626.543343,69687.93367,42.86,45.59
"2015-02-05","22:00",61158.72066,63059.84566,0,1901.125,0,1700.6527,66157.51456,36.73,38.98
"2015-02-06","23:00",56603.71676,58690.09176,0,2086.375,0,1860.924671,60327.87947,31.69,30.86
"2015-02-07","00:00",52114.64287,54105.61787,0,1990.975,0,2465.594443,56321.30506,28.58,30.96
"2015-02-08","01:00",50080.34898,51990.42398,0,1910.075,0,2648.628071,53870.09765,28.59,31.08
"2015-02-09","02:00",49690.02009,51542.97009,0,1852.95,0,2592.962357,52497.76847,29.16,30.28
"2015-02-10","03:00",50317.2762,52123.9762,0,1806.7,0,2543.232143,52708.25895,27.09,29.61
"2015-02-11","04:00",51321.32231,53219.82231,0,1898.5,0,2681.300429,53759.21077,28.2,29.48
"2015-02-12","05:00",54593.05342,56863.02842,0,2269.975,0,2911.6986,57853.69699,29.21,32.18
"2015-02-13","06:00",62000.20452,64753.05452,1.6,2751.25,0,3138.322529,66107.26709,42.87,41.54
"2015-02-14","07:00",66848.61563,70371.44063,333.575,3189.25,558.5345019,3205.775743,71970.06874,48.66,53.34
"2015-02-15","08:00",67999.65674,73133.80674,1885.525,3248.625,2256.113712,2997.015471,74126.77198,45.51,50.1
"2015-02-16","09:00",66274.75285,73619.65285,4840.9,2504,4566.732321,2825.218314,74226.21466,42.77,47.1
"2015-02-17","10:00",63255.76896,73576.01896,7577.125,2743.125,7108.41092,3040.495914,74920.53054,43.81,48.14
"2015-02-18","11:00",60807.66507,74476.66507,9787.075,3881.925,8590.216497,3746.455943,77019.19322,43.26,46
"2015-02-19","12:00",57613.17617,73458.25117,10755.25,5089.825,9107.411251,4481.441743,77428.49195,39.97,42.9
"2015-02-20","13:00",56734.62228,72583.79728,9988.4,5860.775,7914.308219,4943.471314,76420.12349,36.12,40.73
