"day","hour","RL_act","CON_act","SPV_act","WND_act","SPV_forc","WND_forc","CON_forc","VWAP","DA_SPOT"
"2015-02-15","22:00",58558.08382,66503.10882,0,7945.025,0,11212.64329,65328.36852,36.86,37.9
"2015-02-16","23:00",54729.57773,62645.55273,0,7915.975,0,11004.57468,61090.49368,32.91,32.06
"2015-02-17","00:00",51653.28164,59419.95664,0,7766.675,0,10340.90739,57733.89846,33.63,31.14
"2015-02-18","01:00",48882.04055,56912.94055,0,8030.9,0,10070.96855,55505.38211,34.82,30.54
"2015-02-19","02:00",47380.71945,55261.14445,0,7880.425,0,10134.24403,54372.70567,29.24,29.63
"2015-02-20","03:00",47122.91836,55111.16836,0,7988.25,0,10072.4521,54623.74885,23.65,28.98
"2015-02-21","04:00",47900.69727,56210.47227,0,8309.775,0,10232.56361,55744.51872,27.7,29.55
"2015-02-22","05:00",50090.07618,59225.17618,0,9135.1,0,10508.4999,58887.34778,28.83,31.08
"2015-02-23","06:00",58883.14009,68386.24009,0,9503.1,0,10742.12481,67201.63046,38.64,33.96
"2015-02-24","07:00",66216.484,76082.084,4.725,9860.875,27.99195435,10820.07968,73214.32291,45.61,52.96
"2015-02-25","08:00",68615.44291,78272.06791,238.6,9418.025,1149.250931,10662.77845,76310.46455,48.33,52.95
"2015-02-26","09:00",63041.40182,73178.65182,1194.05,8943.2,3226.2243,10385.58229,76574.61061,45.04,51.99
"2015-02-27","10:00",66317.71073,78284.43573,2891.4,9075.325,7919.64924,10333.45297,76978.21897,49.15,48.96
"2015-02-28","11:00",65600.85964,78909.15964,4056.7,9251.6,9907.658105,10276.10855,77410.16104,51.35,45.03
"2015-03-01","12:00",64287.19355,78250.44355,4698.5,9264.75,10586.35594,10108.90681,76802.52153,51.46,34.44
"2015-03-02","13:00",63790.23246,77755.20746,4624.475,9340.5,10104.84823,10149.279,76347.96718,51.56,33.96
"2015-03-03","14:00",63584.19137,76486.49137,3766.325,9135.975,8054.720449,10263.48858,75404.37061,50.2,34.79
"2015-03-04","15:00",64428.95028,75974.17528,2022.8,9522.425,5052.957421,10392.29681,74480.67482,49.17,42.31
"2015-03-05","16:00",64966.67419,75073.89919,553.725,9553.5,865.1391221,10836.82494,74593.16047,46.66,47.02
"2015-03-06","17:00",69178.7981,78614.4231,24.5,9411.125,33.30555212,11395.17474,78201.19969,48.8,52.96
"2015-03-07","18:00",70989.18201,80853.20701,0,9864.025,0,12061.22235,79698.3621,48.68,52.94
"2015-03-08","19:00",68841.11592,78602.39092,0,9761.275,0,12354.19294,77471.72021,52.4,49.01
"2015-03-09","20:00",64631.81483,73554.11483,0,8922.3,0,11672.9541,73068.76153,47.64,40.55
"2015-03-10","21:00",61795.47874,70051.57874,0,8256.1,0,11041.36271,69610.53541,39.6,33.17
"2015-03-11","22:00",59332.16765,67067.54265,0,7735.375,0,10626.83871,66676.93875,36.47,32.54
"2015-03-12","23:00",54977.95156,62596.32656,0,7618.375,0,10196.64226,62317.92187,32.88,31.47
"2015-03-13","00:00",50886.66047,58655.81047,0,7769.15,0,9357.722645,58896.59415,35.16,31.11
"2015-03-14","01:00",49029.65938,56779.53438,0,7749.875,0,9171.21729,56477.84805,33.12,30.49
"2015-03-15","02:00",47898.81329,55640.13829,0,7741.325,0,9127.471065,55117.55807,29.35,29.11
"2015-03-16","03:00",48003.9272,55529.2022,0,7525.275,0,9138.502903,55012.3909,28.9,29.2
"2015-01-06","04:00",48948.50611,56116.10611,0,7167.6,0,9094.154548,55864.90949,32.54,30.32
"2015-01-07","05:00",51764.33502,58899.01002,0,7134.675,0,8998.575032,58961.41333,35.45,31.03
"2015-01-08","06:00",59998.01893,67005.99393,0,7007.975,0,8730.831226,67343.56917,39.76,34.11
"2015-01-09","07:00",68287.17284,75132.49784,6.6,6838.725,33.08844948,8440.146839,73406.98888,48.56,53.07
"2015-01-10","08:00",69970.46175,77095.56175,415.3,6709.8,1201.001777,7775.531,76257.68308,48.92,53.58
"2015-01-11","09:00",68121.30066,76722.32566,2116.125,6484.9,3318.480889,7292.87329,76478.47288,50.93,53.02
"2015-01-12","10:00",66922.57957,77675.22957,4724.9,6027.75,6243.552778,6720.443484,76754.35997,50.73,51.4
"2015-01-13","11:00",64896.62348,77337.37348,6541.575,5899.175,8004.448416,5965.358129,77555.70136,46.61,49.64
"2015-01-14","12:00",63625.90739,76782.35739,7366.8,5789.65,8613.120507,5299.472806,76803.31076,45.12,47.75
"2015-01-15","13:00",63396.3413,76166.3413,6901.2,5868.8,7218.628054,5348.339,75974.27766,48.33,50.29
"2015-01-16","14:00",63840.15021,75306.32521,5301.6,6164.575,5664.465698,6031.664871,75319.64461,50.56,50.49
"2015-01-17","15:00",65728.96412,74975.78912,2973.775,6273.05,3441.01918,6936.149581,74485.44753,49.38,51.5
"2015-01-18","16:00",66188.47303,73688.77303,828.725,6671.575,748.7785174,7900.664839,74483.4015,47.58,51.56
"2015-01-19","17:00",69684.81694,77273.21694,44.125,7544.275,36.06530913,8872.313226,77729.08568,52.48,55.12
"2015-01-20","18:00",71115.00085,79646.20085,0,8531.2,0,9970.960903,79526.29038,47.87,60.75
"2015-01-21","19:00",68830.38476,77602.78476,0,8772.4,0,10285.54587,77329.56618,44.06,53.71
"2015-01-22","20:00",64599.69367,73107.16867,0,8507.475,0,9874.185548,72796.88885,43,48.99
"2015-01-23","21:00",62654.98258,70043.83258,0,7388.85,0,9223.590839,69265.59701,33.79,37.06
"2015-01-24","22:00",59379.72649,66405.87649,0,7026.15,0,8666.092645,66410.55124,32.68,33.89
"2015-01-25","23:00",55316.9354,62013.9604,0,6697.025,0,8355.956194,62006.86661,30.57,32.73
"2015-01-26","00:00",36203.07986,51144.50486,0,14941.425,0,16709.28601,50219.93986,16.49,14.23
"2015-01-27","01:00",33552.90986,49246.18486,0,15693.275,0,17047.76123,48264.1876,15.36,13.02
"2015-01-28","02:00",31659.04986,48297.02486,0,16637.975,0,17151.08319,47356.26428,11.51,12.87
"2015-01-29","03:00",30110.74986,47077.02486,0,16966.275,0,17412.35433,47301.91345,7.91,10.88
"2015-01-30","04:00",29472.03486,47025.78486,0,17553.75,0,17728.4859,47699.353,7.89,9.72
"2015-01-31","05:00",29479.74486,47694.34486,0,18214.6,0,18208.36747,47848.26641,6.49,9.36
"2015-02-01","06:00",28707.39486,48029.84486,0,19322.45,0,19071.16861,47884.77612,5.36,10.63
"2015-02-02","07:00",30118.13486,49130.28486,35.725,18976.425,112.9068924,19084.07004,48953.25887,8.81,10.54
"2015-02-03","08:00",33013.17986,52181.50486,842.725,18325.6,1182.495656,18452.93133,53165.10434,9.83,11.04
"2015-02-04","09:00",35203.63986,56534.46486,3180.65,18150.175,2926.021915,17882.69733,55934.26978,21.08,19.16
"2015-02-05","10:00",34680.71986,59729.64486,5978.075,19070.85,6041.86266,18163.62476,57532.06216,25.54,17.7
"2015-02-06","11:00",35652.51486,62969.96486,7690.225,19627.225,7671.722455,19093.53347,60618.64533,28.54,17.29
"2015-02-07","12:00",34692.50486,63228.60486,7705.95,20830.15,8271.026388,20111.17633,61293.55091,21.08,14.68
"2015-02-08","13:00",33108.18486,61177.78486,6878.375,21191.225,8472.197008,19890.95061,59371.51548,16.57,11.16
"2015-02-09","14:00",32681.97486,59399.02486,5930.175,20786.875,6731.397541,18464.14047,58044.10168,15.76,10.5
"2015-02-10","15:00",33895.54986,57745.92486,3960.4,19889.975,4220.799968,17268.88376,56912.68465,15.77,13.02
"2015-02-11","16:00",38163.49986,58148.52486,1767.8,18217.225,1460.403459,16770.8309,56849.19063,18.02,23.08
"2015-02-12","17:00",44469.10986,61409.58486,195.275,16745.2,164.0958761,17610.05619,60341.10249,27.65,31.62
"2015-02-13","18:00",49601.53986,66202.96486,0,16601.425,0,18240.10119,64035.1143,43.05,35.79
"2015-02-14","19:00",48189.27486,64791.42486,0,16602.15,0,18332.23633,63643.70742,43.37,36.81
"2015-02-15","20:00",45856.75486,62191.60486,0,16334.85,0,18074.39147,61112.46396,43.44,31.23
"2015-02-16","21:00",45185.10486,60867.90486,0,15682.8,0,17536.55603,59725.63923,34.33,27.97
"2015-02-17","22:00",46497.22986,61337.60486,0,14840.375,0,16731.30943,59761.03152,40.69,30.04
"2015-02-18","23:00",44595.17486,58679.22486,0,14084.05,0,15523.37466,55495.88179,31.72,25.31
"2015-02-19","00:00",41702.60486,54633.70486,0,12931.1,0,13612.88732,53277.44466,28.15,21.73
"2015-02-20","01:00",41929.58486,53058.68486,0,11129.1,0,12081.81397,51827.69856,25.61,23.9
"2015-02-21","02:00",41906.60986,51533.68486,0,9627.075,0,10455.29744,51549.46018,27.54,22.22
"2015-02-22","03:00",42774.35986,50948.08486,0,8173.725,0,8926.570829,51891.08021,32.55,23.86
"2015-02-23","04:00",43241.44986,50962.72486,0,7721.275,0,8164.80715,53387.65343,31.1,23.08
"2015-02-24","05:00",46589.25486,54334.80486,0,7745.55,0,8125.327293,57553.8725,33.84,26.84
"2015-02-25","06:00",55813.61986,64390.04486,0,8576.425,0,8384.785507,66755.87814,54.11,45.43
"2015-02-26","07:00",63626.39986,72318.82486,64.875,8627.55,204.5034177,8102.92925,73843.63003,63.56,57.89
"2015-02-27","08:00",65900.95986,74811.28486,1485.8,7424.525,1902.328732,7946.546286,78104.55128,55.1,52.61
"2015-02-28","09:00",64158.89986,75118.72486,4447.725,6512.1,4745.968985,7434.242886,78061.98156,45.3,52.18
"2015-03-01","10:00",63348.67986,75239.50486,6571.825,5319,7730.867599,6685.729814,77906.20447,41.03,46.88
"2015-03-02","11:00",64111.94986,76186.22486,7996.65,4077.625,9678.325843,5513.265814,79466.21347,46.36,45.99
"2015-03-03","12:00",65923.98986,76999.96486,7590.375,3485.6,10348.42573,4429.514921,79291.90524,47.26,41.69
"2015-03-04","13:00",66271.02986,76148.40486,6419.2,3458.175,7266.906255,3952.716257,78843.40346,53.41,46.83
"2015-03-05","14:00",66567.87486,74319.62486,4690.625,3061.125,5779.553192,4055.865257,78057.79349,58.26,48.3
"2015-03-06","15:00",67689.97986,73488.80486,2756.025,3042.8,3618.222851,4138.652286,76880.49999,55.49,51.47
"2015-03-07","16:00",67813.69986,72898.32486,908.95,4175.675,873.7940527,5225.514671,75598.20724,53.03,47.44
"2015-03-08","17:00",69152.13986,74724.66486,92,5480.525,95.44384461,6799.778371,77903.36862,63.46,54.94
"2015-03-09","18:00",71554.92486,78187.02486,0.325,6631.775,0,8709.19855,80016.03164,75.48,59.94
"2015-03-10","19:00",70034.13986,76755.96486,0,6721.825,0,9002.226243,78525.90196,54.34,45.04
"2015-03-11","20:00",65242.78986,71936.96486,0,6694.175,0,8543.885271,73918.51017,47.74,43.66
"2015-03-12","21:00",62636.65486,68889.40486,0,6252.75,0,7970.813179,70187.06613,41.21,33.59
"2015-03-13","22:00",60120.54986,65736.92486,0,5616.375,0,7479.465843,67082.76919,38.51,31.99
"2015-03-14","23:00",55598.64986,60515.32486,0,4916.675,0,6481.1677,61865.79393,33.15,30.06
"2015-03-15","00:00",51958.89986,56288.02486,0,4329.125,0,5802.322714,58520.15229,33.57,30.75
"2015-03-16","01:00",49812.67486,54421.42486,0,4608.75,0,5467.613286,56773.40052,33.65,30.01
"2015-01-06","02:00",48021.05986,52765.88486,0,4744.825,0,5876.049714,56135.00614,32.86,29.45
"2015-01-07","03:00",46648.34486,52013.14486,0,5364.8,0,6799.499857,56205.91617,30.69,28.27
"2015-01-08","04:00",47063.84486,53678.44486,0,6614.6,0,7453.362857,57124.56612,32.36,28.05
"2015-01-09","05:00",49471.60486,57250.60486,0,7779,0,8355.560429,60742.60518,32.84,29.43
"2015-01-10","06:00",58050.06986,65976.04486,0,7925.975,0,9156.427714,68768.79638,36.65,33.04
"2015-01-11","07:00",64991.81986,72826.34486,31.775,7802.75,75.13737293,9533.2848,74501.34,56.46,53.8
"2015-01-12","08:00",66770.02486,75295.62486,528.725,7996.875,801.4872035,9753.398286,78057.16436,59.9,55.34
"2015-01-13","09:00",64655.63986,75560.36486,2185.425,8719.3,2075.632968,10149.45606,78656.29984,52.81,55.92
"2015-01-14","10:00",58093.21986,72942.24486,4813.525,10035.5,4975.192714,11007.0599,78789.09793,50.27,54.1
"2015-01-15","11:00",61916.27986,79613.20486,6550.725,11146.2,6361.268757,12304.71803,80384.44398,43.57,45.08
"2015-01-16","12:00",58931.46986,78603.04486,7507.95,12163.625,6876.515681,13900.94651,80488.53611,30.96,32.41
"2015-01-17","13:00",56956.25486,78045.50486,8091.5,12997.75,7447.84912,13944.39277,79398.87947,32.85,31.98
"2015-01-18","14:00",57117.14986,76253.32486,6797.975,12338.2,5949.515564,12778.8347,78194.83403,32.8,32.15
"2015-01-19","15:00",59322.02986,74769.80486,4987.675,10460.1,3790.55542,11784.31593,76928.00853,39.24,33.38
"2015-01-20","16:00",62348.12986,73995.10486,2332.325,9314.65,1491.388312,11844.12109,75524.26518,44.97,41
"2015-01-21","17:00",67592.44486,76681.54486,311.8,8777.3,191.8875206,12846.47927,78246.48947,54.96,51.9
"2015-01-22","18:00",70694.84486,80616.04486,0.475,9920.725,0,13980.34404,80749.50707,59.86,56.48
"2015-01-23","19:00",67212.62986,78478.60486,0,11265.975,0,14615.36833,79323.98525,62.78,47.98
"2015-01-24","20:00",62270.10986,74603.88486,0,12333.775,0,14675.74711,74747.53274,42.9,34.92
"2015-01-25","21:00",58412.40486,71042.70486,0,12630.3,0,14540.42119,71399.15865,34.37,30.78
"2015-01-26","22:00",55789.27486,67731.62486,0,11942.35,0,13758.67404,68528.93523,36.45,29.96
"2015-01-27","23:00",51763.09986,63303.02486,0,11539.925,0,12224.18369,62933.16282,34.29,27.86
"2015-01-28","00:00",48625.50486,58775.60486,0,10150.1,0,11798.68408,58811.34078,29.65,26.64
"2015-01-29","01:00",47221.86986,56185.54486,0,8963.675,0,10923.13826,56710.62131,27.28,25.43
"2015-01-30","02:00",46575.08986,54588.56486,0,8013.475,0,9690.478864,55838.40953,30.54,26.02
"2015-01-31","03:00",46465.13986,53813.86486,0,7348.725,0,8858.151164,55403.63638,29.89,27.55
"2015-02-01","04:00",47021.05486,54725.20486,0,7704.15,0,8513.705357,55749.56432,32.27,28.83
"2015-02-02","05:00",49683.16986,58021.64486,0,8338.475,0,8669.01955,59227.81547,32.16,29.04
"2015-02-03","06:00",58054.62486,66151.72486,0,8097.1,0,8921.584143,67362.56356,38.41,37.5
"2015-02-04","07:00",64230.86486,72071.16486,39.475,7800.825,170.8162469,8616.56515,73400.96036,44.59,55.53
"2015-02-05","08:00",65435.37986,74019.50486,1078.725,7505.4,1658.669784,7924.695936,77088.49759,40.45,47
"2015-02-06","09:00",63096.66986,74448.94486,3843.15,7509.125,4083.12948,7334.932221,76956.56802,39.17,39.05
"2015-02-07","10:00",59999.91486,74883.26486,6967.3,7916.05,7621.214375,7403.116079,77041.29096,34.78,34.18
"2015-02-08","11:00",57783.47986,75965.40486,8983.725,9198.2,9493.97764,7797.741164,78634.58686,32.43,32.53
"2015-02-09","12:00",55158.16486,75493.26486,9576.175,10758.925,10174.97757,8151.386229,78627.57016,32.15,32.1
"2015-02-10","13:00",54216.38986,74169.56486,9821.625,10131.55,9171.990532,8257.916493,77583.33292,29.85,31.73
"2015-02-11","14:00",53573.20486,72213.90486,9022.875,9617.825,7383.614611,8126.039921,76046.48953,29.76,31.92
"2015-02-12","15:00",55508.76486,71302.56486,7025.775,8768.025,4753.841137,8019.713229,74483.82146,32.21,32.52
"2015-02-13","16:00",59158.23986,70448.56486,3276.825,8013.5,1755.676031,8532.656064,73482.23563,34.39,40.93
"2015-02-14","17:00",63756.77486,73209.42486,477.8,8974.85,223.7289527,9792.42075,76518.68479,35.25,44.99
"2015-02-15","18:00",65657.14986,77174.42486,0.7,11516.575,0,11636.36065,79678.17749,35.51,47.92
"2015-02-16","19:00",61371.49986,76405.82486,0,15034.325,0,13431.45832,78672.70685,31.59,40.81
"2015-02-17","20:00",55106.37986,72622.60486,0,17516.225,0,14732.84373,74286.54128,26.84,32.52
"2015-02-18","21:00",51185.11986,69751.94486,0,18566.825,0,15532.86676,71255.36782,21.49,30.51
"2015-02-19","22:00",49919.17986,67608.40486,0,17689.225,0,16531.94772,68576.57781,15.38,28.28
"2015-02-20","23:00",44721.34486,63267.64486,0,18546.3,0,17434.06772,63870.42484,8.06,20.11
"2015-02-21","00:00",39466.18486,58457.18486,0,18991,0,20039.88719,59292.65608,10.62,11.4
"2015-02-22","01:00",37592.59486,56264.84486,0,18672.25,0,20048.69241,56785.6306,12.59,10.7
"2015-02-23","02:00",36708.96486,55247.36486,0,18538.4,0,19967.8249,55272.35616,10.83,9.94
"2015-02-24","03:00",37069.97986,55152.20486,0,18082.225,0,19673.17847,54541.1232,11.87,8.34
"2015-02-25","04:00",38555.74986,56788.22486,0,18232.475,0,18962.9619,54839.05113,13.91,10.83
"2015-02-26","05:00",42757.25486,60007.80486,0,17250.55,0,17699.02419,58519.88588,18.8,14.5
"2015-02-27","06:00",50930.16986,67836.54486,0,16906.375,0,16503.60633,66563.76935,33.61,29.7
"2015-02-28","07:00",58243.27986,73458.30486,93.875,15121.15,157.2581313,15070.2219,72455.15892,36.72,32.82
"2015-03-01","08:00",59179.26986,75302.94486,1942.6,14181.075,1400.447396,13663.58333,76085.43779,34.52,32.9
"2015-03-02","09:00",56660.04486,75912.94486,6180.95,13071.95,3427.267655,12286.7759,75998.83248,30.02,33.11
"2015-03-03","10:00",56350.28986,77738.06486,9324.15,12063.625,4951.899079,11638.31561,76058.09527,25.9,32.09
"2015-03-04","11:00",59082.73986,79415.56486,9549.425,10783.4,6206.776538,11546.67976,78636.00605,27,31.76
"2015-03-05","12:00",62722.02486,78632.32486,7739.05,8171.25,6636.337605,11353.45579,79579.40381,33.02,31.73
"2015-03-06","13:00",65806.92486,76338.72486,4979.325,5552.475,4157.292264,10674.02551,78307.42222,52.21,33.94
"2015-03-07","14:00",66368.88486,74457.48486,2986.975,5101.625,3315.13855,9479.2297,77306.78643,67.7,40.75
"2015-03-08","15:00",65475.83486,72505.48486,1878.575,5151.075,2095.501404,8698.752786,76330.93765,71.22,45.25
"2015-03-09","16:00",65716.24986,72745.82486,685,6344.575,807.4717013,8404.940014,75226.98402,63.78,42.91
"2015-03-10","17:00",68419.28486,74799.08486,86.275,6293.525,111.5129034,8119.607414,77564.64789,62.4,48.66
"2015-03-11","18:00",70319.06486,76243.56486,0.275,5924.225,0,7782.140214,80450.34317,72.36,68.92
"2015-03-12","19:00",67748.31986,74186.64486,0,6438.325,0,7760.285371,79164.62015,59.53,58.69
"2015-03-13","20:00",60896.31986,68519.74486,0,7623.425,0,7759.248857,74622.06945,57.23,52.81
"2015-03-14","21:00",57154.36986,65927.24486,0,8772.875,0,7670.596971,71161.84503,39.65,42
"2015-03-15","22:00",54258.58986,64287.56486,0,10028.975,0,7826.863857,68396.59235,27.48,36.37
"2015-03-16","23:00",48648.57486,59478.32486,0,10829.75,0,8288.058271,63239.48522,25.51,30.57
"2015-01-06","00:00",45664.36986,57503.14486,0,11838.775,0,13717.2656,59440.93595,29.5,28.01
"2015-01-07","01:00",43691.11486,55735.36486,0,12044.25,0,14428.92308,56805.83186,29.33,26.81
"2015-01-08","02:00",42590.37986,54896.00486,0,12305.625,0,14105.82683,55100.49931,28.18,24.78
"2015-01-09","03:00",42702.10986,55205.88486,0,12503.775,0,13915.56839,54602.1025,28.14,22.45
"2015-01-10","04:00",43573.68486,56169.68486,0,12596,0,13672.55403,54788.05597,29.53,25.63
"2015-01-11","05:00",46766.12486,58667.02486,0,11900.9,0,13160.49244,58399.55455,31.81,29.44
"2015-01-12","06:00",55253.67986,66522.60486,0,11268.925,0,12838.67367,66125.254,40.43,35.05
"2015-01-13","07:00",61203.49486,72320.04486,107.5,11009.05,280.2362468,12355.84555,71898.14964,49.18,46.92
"2015-01-14","08:00",62034.13486,74201.28486,1868.75,10298.4,1972.332245,11583.50806,75495.69331,51.79,47.95
"2015-01-15","09:00",57916.61486,74200.06486,6617.075,9666.375,4660.377147,10998.42795,75238.84946,36.99,33.99
"2015-01-16","10:00",54052.35486,74525.80486,11211.6,9261.85,7400.266908,10707.20329,74989.90645,30.47,31.5
"2015-01-17","11:00",52453.82986,75532.30486,13785.025,9293.45,9254.580005,10531.40564,76581.03405,28.6,31.43
"2015-01-18","12:00",51606.72486,73904.82486,13666.3,8631.8,9907.54669,10334.27731,77029.05007,29.61,30.92
"2015-01-19","13:00",51943.30986,72456.68486,12660.575,7852.8,9428.683954,9297.826514,75063.40569,29.57,30.92
"2015-01-20","14:00",53968.10986,71120.78486,9687.275,7465.4,7575.330277,7625.979614,73058.04432,32.54,31.48
"2015-01-21","15:00",57036.90486,69877.60486,5612.45,7228.25,4909.24136,6376.594043,71587.73682,39.66,36.2
"2015-01-22","16:00",60556.21986,68647.84486,1813.75,6277.875,1760.935841,6010.273693,70967.23561,41.02,40
"2015-01-23","17:00",64638.61986,71941.84486,191.2,7112.025,254.7491005,6277.279471,74223.12602,41.26,48.94
"2015-01-24","18:00",64742.56486,74736.86486,0.3,9994,0,6802.411029,77336.32093,49.06,53.48
"2015-01-25","19:00",60581.84986,74008.52486,0,13426.675,0,8023.672393,75825.36385,39.02,48.73
"2015-01-26","20:00",53316.81486,69576.26486,0,16259.45,0,9735.60235,71179.06014,28.27,36.97
"2015-01-27","21:00",49096.39986,67426.62486,0,18330.225,0,11476.95864,67977.60085,26.12,30.39
"2015-01-28","22:00",47050.92986,66144.40486,0,19093.475,0,13376.55606,66041.25897,23.07,30.61
"2015-01-29","23:00",43536.63986,63238.36486,0,19701.725,0,14640.91715,61776.61092,15.91,25.36
"2015-01-30","00:00",38855.58986,58681.66486,0,19826.075,0,19128.5588,56348.77273,6.17,9.09
"2015-01-31","01:00",36072.32986,56482.00486,0,20409.675,0,19746.0758,53838.77535,8.71,10.85
"2015-02-01","02:00",34137.97486,54384.82486,0,20246.85,0,20732.6553,52379.9468,2.99,4.91
"2015-02-02","03:00",32812.49486,53330.74486,0,20518.25,0,21434.7588,51689.35628,3.31,0.08
"2015-02-03","04:00",32970.57486,53378.32486,0,20407.75,0,21979.7083,51541.24004,10.63,10.11
"2015-02-04","05:00",33693.99986,54281.12486,0,20587.125,0,21885.0403,52347.25904,11.17,8.42
"2015-02-05","06:00",33556.24486,54282.34486,0,20726.1,0,21882.8068,53992.43701,7.8,0.02
"2015-02-06","07:00",36409.70986,57450.68486,83.7,20957.275,192.7872007,21716.1428,56182.12766,22.75,10.99
"2015-02-07","08:00",40035.05486,61819.50486,1181.95,20602.5,1419.271185,21526.0108,60630.6613,25.5,18.26
"2015-02-08","09:00",41946.40986,64618.18486,3321.45,19350.325,3357.524349,21391.2258,63857.532,20.29,21.41
"2015-02-09","10:00",41838.84486,66018.74486,5494.975,18684.925,5938.396372,20791.0249,64913.10462,19.25,21.54
"2015-02-10","11:00",40647.87486,67005.72486,7138.225,19219.625,7410.714812,20080.7976,66243.50416,23.69,23.08
"2015-02-11","12:00",40002.56986,66549.44486,7683.95,18862.925,7917.020301,19216.1315,65832.47234,19.83,20.48
"2015-02-12","13:00",39351.07486,64803.62486,6771.875,18680.675,6488.634796,18742.1143,62388.48481,14.39,19.17
"2015-02-13","14:00",39581.61486,64037.46486,5446.175,19009.675,5217.512051,19007.7554,60044.23525,14.21,16.61
"2015-02-14","15:00",40811.33986,62622.26486,3226.45,18584.475,3380.750401,18746.169,59295.61111,22.64,19.33
"2015-02-15","16:00",42536.58486,62141.58486,1298,18307,1167.978573,18685.0444,59017.00734,21.49,20.46
"2015-02-16","17:00",46254.35486,64351.00486,195.525,17901.125,190.5095006,18619.6071,62002.12817,25.06,27.73
"2015-02-17","18:00",49116.12486,68042.72486,0.4,18926.2,0,18624.9394,65512.84704,36.45,39.29
"2015-02-18","19:00",46354.60486,66382.30486,0,20027.7,0,19022.0989,63907.8972,30.07,37.94
"2015-02-19","20:00",41288.15486,61929.30486,0,20641.15,0,19551.0169,59332.20818,12.7,27.97
"2015-02-20","21:00",38491.03486,59524.68486,0,21033.65,0,19976.1258,57183.1259,3.46,20.41
"2015-02-21","22:00",37851.33486,58829.28486,0,20977.95,0,20152.9368,56656.75184,5.29,16.67
"2015-02-22","23:00",34134.78986,55582.86486,0,21448.075,0,20442.3253,53911.83398,-2.18,9.63
"2015-02-23","00:00",30636.13486,52412.08486,0,21775.95,0,19112.67134,50672.57882,-32.32,8.91
"2015-02-24","01:00",27626.26986,49371.84486,0,21745.575,0,18787.15109,48323.88092,-42.8,0.05
"2015-02-25","02:00",26537.11486,47811.46486,0,21274.35,0,18765.98559,46996.81763,-52.8,-0.69
"2015-02-26","03:00",27011.22986,47996.90486,0,20985.675,0,18904.63801,46434.31583,-55.95,0.04
"2015-02-27","04:00",27516.29486,48591.04486,0,21074.75,0,18801.37138,46351.90089,-37.78,5.29
"2015-02-28","05:00",27158.04486,47791.94486,0,20633.9,0,18418.56883,46567.23625,-33.46,0.1
"2015-03-01","06:00",26361.19986,46936.72486,0,20575.525,0,17955.8345,46561.82076,-16.46,-3.77
"2015-03-02","07:00",28310.35486,48887.50486,81.7,20495.45,182.7710564,17499.45565,47618.23889,-10.45,-0.06
"2015-03-03","08:00",31051.28986,52227.86486,969.9,20206.675,1304.755433,17199.05237,51555.96773,-9.64,4.12
"2015-03-04","09:00",32840.18486,57139.58486,3112.925,21186.475,3087.04634,17074.77209,54433.17431,0.66,13.37
"2015-03-05","10:00",31908.23986,59145.26486,5323.85,21913.175,5485.100425,17603.52228,56414.68754,9.37,16.81
"2015-03-06","11:00",32987.48986,61237.56486,6521.075,21729,6894.856984,18881.56779,59209.32386,9.09,17.86
"2015-03-07","12:00",33024.19486,61553.54486,7076.175,21453.175,7406.663522,20187.5632,59566.40551,3.39,16.07
"2015-03-08","13:00",31803.18986,59529.56486,6927.225,20799.15,7369.759184,19722.86215,56942.42022,1.87,11.2
"2015-03-09","14:00",31564.63486,56499.08486,5816.95,19117.5,5950.670588,17470.54324,54730.16938,5.09,11.38
"2015-03-10","15:00",33081.78486,55254.68486,4215.875,17957.025,3874.799503,15435.21284,53765.56018,3.54,10.48
"2015-03-11","16:00",37694.07486,55159.52486,2004.15,15461.3,1559.405186,13703.20076,53612.9448,4.33,13.34
"2015-03-12","17:00",44449.55986,57267.68486,321.375,12496.75,262.8264575,12825.54097,57226.44587,17.37,21.89
"2015-03-13","18:00",52518.52986,63753.20486,0.95,11233.725,0,12120.18176,62078.88366,32.89,40.15
"2015-03-14","19:00",52463.51486,63390.86486,0,10927.35,0,11486.94633,62160.03298,37.02,42.03
"2015-03-15","20:00",49610.40486,60190.80486,0,10580.4,0,10896.17069,59338.74006,37.78,33.12
"2015-03-16","21:00",48573.83486,58499.88486,0,9926.05,0,10166.31811,58585.75305,33.05,29.75
"2015-01-06","22:00",49706.71986,59589.34486,0,9882.625,0,9586.303036,59181.29383,34.59,34.38
"2015-01-07","23:00",47878.86486,57077.36486,0,9198.5,0,8874.296986,55497.7391,28.7,27.34
"2015-01-08","00:00",45630.90986,53552.78486,0,7921.875,0,7778.8408,54152.90989,26.94,25.5
"2015-01-09","01:00",44347.64486,51927.74486,0,7580.1,0,7229.591786,52495.80353,22.78,24.23
"2015-01-10","02:00",43735.68486,51015.18486,0,7279.5,0,6736.053957,51972.83936,22.3,23.33
"2015-01-11","03:00",43826.49486,50921.24486,0,7094.75,0,6346.998371,52257.43104,15.98,17.52
"2015-01-12","04:00",45495.26986,52147.34486,0,6652.075,0,6083.944371,53591.50478,16.74,19.63
"2015-01-13","05:00",49197.02486,55562.12486,0,6365.1,0,5881.363357,57719.06385,25,26.47
"2015-01-14","06:00",59009.69486,65164.74486,0.525,6154.525,0,5783.904743,66827.95553,43.31,40.99
