"DA spot SC","RL actuals SC","RL MK SC","RL diff SC","VAR SC","DA spot","Trend"
-10.2977947272272,-2.4935529661306,-0.773317993530405,0.514452440184755,0.677087488125977,-17.25,-4.89454165865196
-10.586398580082,-2.02377927415193,0.196056317500314,0.00202692794043458,0.603540155727963,-14.06,-4.88959152594867
-10.6132800807202,-1.56342033874802,1.13980761059667,-0.591525823402471,0.359210014427845,-13.68,-5.20649569127939
-12.9605476108392,-3.69274944353452,-0.562562446743122,-3.72935287950027,-2.53350960747328,-14.71,-8.28561194218175
-12.7707038432276,-3.60795324143131,-0.188346500867475,-4.55109311073046,-3.23641550727908,-13.67,-9.15302157022309
-12.6327513754452,-3.87019032178692,-0.327360612441552,-5.58845818761544,-4.25988700902072,-13.5,-10.2168110736229
-12.2867715852143,-4.11699721935259,-0.610644347058496,-6.45087167403771,-5.18665231056995,-14.31,-11.0653191812691
-12.428209024902,-4.95585060122627,-1.64836024522815,-7.71352236261106,-6.58213681371738,-15.9,-12.2993202431222
-9.73967104461791,-3.08703074474677,-0.169474388114594,-6.06947603148694,-5.13619521724628,-15.89,-10.537957250369
-7.02000155383703,-1.07393739542998,1.38996017076916,-4.17077269988057,-3.44472391852,-13.58,-8.55369962855475
-7.41537047160653,-2.07400955451912,-0.0194887930713179,-5.41847995190748,-4.85358191804757,-17.01,-9.67175817748586
-8.08611121029615,-3.14857895424307,-1.44302665154398,-6.684146410587,-6.23484062656168,-13.23,-10.7460825259794
-8.57507274698528,-3.85304893113781,-2.44792415248851,-7.31171269937652,-6.95587167941972,-11.12,-11.1809469607249
-5.19576416933342,-0.714022084946912,0.444588799696128,-3.89238779995105,-3.62404091691934,-9.73,-7.6233463468443
-6.42602497818259,-2.16497318734537,-1.19119520923331,-4.92235370756687,-4.7396913040097,-8.99,-8.51780445646294
-6.32941031760765,-2.2643744983286,-1.43240742812554,-4.56354312901247,-4.46041538875242,-8.08,-8.06662343189444
-7.0924558920196,-3.20953830527255,-2.50181636371406,-5.05900189416829,-5.03410069907528,-7.19,-8.48796675210304
-2.24959813233073,-0.157034384611627,0.73869601285978,0.981691818821069,0.0271897757601742,-1.89,-5.59316257834475
-4.26954151189887,-2.06673275916139,-1.04353802158979,-0.821438689373668,-1.83166631719326,-2.58,-7.67609088891575
-3.74569617623976,-1.4287140339193,-0.31985132576142,-0.149458530287411,-1.15830437398273,-2.81,-7.13743512345411
0.0867138033873367,2.59568485676076,3.73734679687359,3.7501132784917,2.87726668655435,0.0199999999999996,-3.03001125474218
-2.68843027018262,0.0752311630368112,1.23845810546984,0.99660297154567,0.363070715531869,-4.58,-5.33174545187331
-3.93360410558469,-0.747816966542359,0.445218644163301,-0.247235057983026,-0.455137787180842,-4.5,-5.96569883938287
-3.8069794468835,0.00183721060327713,1.26158681320818,-0.105725212044824,0.307919423563241,-6.28,-5.0301038638436
-3.13549986500097,1.45177873657232,2.94758619324339,0.653586169954245,1.8392795477267,-6.26,-3.41653367784325
0.948054013201606,6.36661209661531,8.32838259726373,4.8932570797486,6.93239894135935,-2.5,1.55767778884901
-1.90212365092079,4.26921872665729,6.72918657110319,2.12659156327096,5.02455552992927,-3.65,-0.611188671382855
-4.92106284096346,1.86511045239067,4.82306029298833,-0.871884102025632,2.81115769546853,-4.06,-3.1777178999713
-4.26003693872141,2.91150221138088,6.15606804742303,-0.312531325490369,3.95842538168948,-3.37,-2.3070926355388
-4.39000778000729,2.90770148810334,6.15285542746458,-0.67946870283216,3.93620322462274,-3.73,-2.42328548790187
-0.824241609894564,6.3758531000629,9.31468279239974,2.54196818822489,7.25727312906383,-1.73,0.980452141616212
1.28837143020709,8.19886492111284,10.4652475225837,4.22267065662918,8.77634512581631,-2.51000000000001,2.73315968347813
-0.281437162863341,6.11265085582593,7.26411499628935,2.10645401176882,6.19745879363439,-7.75,0.616616216096219
-5.90137381824456,-0.0320919605358299,-0.249566844118931,-4.06185129455002,-0.555021271574709,-15.1,-5.65395657112458
-8.98268540564958,-3.53014143117436,-5.16346424264467,-7.69229783398119,-4.68797353388209,-16.41,-9.31857396917933
-10.899554014183,-5.75849575259415,-8.67184853288256,-10.0558908238162,-7.49202878553963,-15.14,-11.6573753711113
-10.8739016259794,-6.01911712420266,-9.87882783413597,-10.3029057019837,-8.17182009188524,-12.77,-11.9181330573362
-8.29825735642086,-3.79322466452726,-8.10118639750549,-7.8735778016516,-6.12886722726387,-9.91,-9.56940879307631
-7.08995768727437,-2.93783937410668,-7.30154807613935,-6.69547667698306,-5.27441923785888,-7.28,-8.45480962693928
-3.96645393823361,-0.142893812401766,-4.36995922753989,-3.54391237468295,-2.39311372441464,-5.34,-5.3851551687792
-10.0108528755991,-6.4934729678132,-10.5409953355049,-9.54511089380363,-8.63940199553111,-8.88,-11.4679584022903
0.171627779591088,3.63478873824223,3.43789605726426,3.32034673591766,2.0105345186616,-2.62,-5.16827749105274
-0.242909074468137,3.66125010536847,3.43164693913748,3.33767326239241,2.02371719907374,-3.09,-5.42498002479915
-1.65581055067535,2.74272501742023,2.48467933595651,2.36546574582762,1.11393971731615,-2.97,-6.45742476874295
0.0396386804646554,5.03454277580778,4.77080635995981,4.49051087557109,3.38636391606492,-1.58,-4.01126443168789
-1.80142222163745,3.9024077013767,3.648620260519,3.10985121801426,2.22039847957179,-2.24,-4.79301355368178
-6.42350991157515,0.227825246122197,0.017532851042855,-0.97431438147418,-1.5627823477714,-4.34,-8.11793140946893
-6.26460959489238,1.58727862586021,1.46025285047798,-0.194346685907725,-0.415456341189369,-5.2,-6.42971468169938
-3.49132418775375,5.61440666737001,5.62179241411908,3.17441780527378,3.29117594330388,-6.35,-2.22640273992619
1.43853033235355,11.4831244331008,11.6882229372254,8.41992225315187,8.7343260720757,-3.55,3.49610290550912
-3.37038138893184,6.94326256069328,7.40266813451026,3.34284189444087,3.68353248818804,-4.05,-1.4773131834212
-8.55075840746365,1.45729321490629,2.1951121108685,-2.55485440731923,-2.33027704144666,-3.41,-7.58387647011937
-9.72776646913157,-0.543847990077666,0.446141197538161,-4.81764331836378,-4.8048263311841,-3.35,-10.1881335408173
-9.18167904021131,-1.15554144745045,0.0266094553135474,-5.54478613621024,-5.77050878523868,-3.67,-11.2043277336749
-8.71893901981192,-1.95478907102909,-0.659571050186749,-6.34853176776945,-6.78575916713498,-6.03,-12.1833276180383
-5.51799359984837,0.0572291521970527,1.36697502667202,-4.26403646361538,-4.84942531386716,-7.17,-10.154712834638
-6.00341956597433,-1.48831819952671,-0.284201516751715,-5.65496510084092,-6.29276096254022,-8.36,-11.3770136269509
-4.18343450035884,-0.407863987678809,0.623006156172558,-4.45861080924349,-5.0660192874717,-5.57,-9.95566512183427
-2.93585130140595,0.229154711038852,1.10118695875654,-3.80528301292424,-4.35116923945333,-5.55,-9.03011474549159
-3.89379752494899,-1.01274352879722,-0.298931913685486,-5.08228944816567,-5.52104149215464,-6.51,-9.94889527909305
-1.1504297208816,1.81160489306236,2.35354795238665,-2.23647248003368,-2.53198124632173,-4.18,-6.7102629651386
-0.324253653673011,2.68940647280832,3.08774984764267,-1.18978150190657,-1.3805240243481,-1.08000000000001,-5.36070854851386
1.51200837887906,4.54890342291816,4.83718207869298,0.926054181815992,0.791076399140138,-3.21,-2.99613504548887
-2.17155590384559,0.868646341071653,1.07134746981546,-2.47500154765669,-2.58356697241091,-3.44,-6.22971631505056
-7.16776012079226,-4.14340948486418,-4.01485647390654,-7.21450510055862,-7.31151580015462,-3,-10.8411848147365
2.21326350846198,4.02784171636849,2.93609971136518,2.99986894077972,2.34377585482719,2.01,-1.06718947494702
0.47557221675811,2.60529123363316,1.31072142819055,1.22861086895706,0.56194652680345,1.48,-2.97581231001365
-1.44938604999983,0.951296146712373,-0.488844137519031,-0.671809445220479,-1.35132109467889,-0.280000000000001,-4.98461497941825
2.08381976069086,4.66634094513031,3.2021622780997,3.07920934862118,2.34626676587666,0.900000000000002,-1.24162149203606
1.37643304353074,4.120406760592,2.69047077642451,2.72637066658973,1.90964447162019,0.120000000000001,-1.54740059748679
1.21911775297851,4.11805975930407,2.81038013589907,3.21015043262724,2.23221705486364,0.0399999999999991,-1.17029861348552
1.36121536704816,4.4375237988868,3.32184211849561,4.30511356406336,3.07410887608591,1.05,-0.303127004484931
1.57224238243121,4.96525915613748,3.97189034099286,5.66351400689534,4.09785090206086,3.08,0.681879136579141
3.13598283219067,6.9643373959433,5.9659217973414,8.43036044813569,6.47184709702719,2.71,2.86226310565371
5.85135464930357,9.89788573720565,8.97167736967292,12.3447377805862,9.97142023446764,6.57,6.03798293238139
7.65393252171813,11.7473204743842,10.9275880203248,15.2187959942469,12.4538685363275,10.41,8.12005582931893
6.99092637444868,10.786925191444,10.230856072938,15.3901899238568,12.3168231343404,10.17,7.6808077938753
5.07127663815497,8.23425268893467,8.10916032324686,14.0115382121711,10.7464714716474,9.28,5.9913579773335
2.80889807836586,5.05774463598269,5.52149046113084,12.0149308308766,8.67699383754817,7.22,3.97659067033511
0.00106691450130114,1.04121177919095,2.28750882626667,9.22346511496476,5.93212495661322,0.0799999999999983,1.44640258152829
2.06122870977546,1.54643271506115,3.81021091495936,11.0103188361622,7.90930634807189,-2.03,3.86213238895628
5.03713490180021,2.80554996290508,6.2445412542804,13.6853279708671,10.8145984181013,-0.270000000000003,7.25288663757046
9.13991176599462,5.1169470587214,9.83498903948983,17.6708659060157,14.9807963797084,5.22,11.8903226186047
3.59434666009355,-1.96429181056695,3.88679551857018,12.066311049143,9.52951451059084,3.09,6.91529152802197
2.37841574642935,-4.13642054004134,2.42213705597805,10.627503897205,8.26630321766404,1.81,6.08538302458424
2.13100291191045,-4.68623841133698,2.03618413269031,9.90294120174441,7.74737171997413,1.07,5.84893975577097
0.996466235427359,-5.64124932219814,0.85132257377164,8.16434257342391,6.21167710773454,0.530000000000001,4.53593481756524
3.57723263737709,-2.66942678829505,3.42601626072232,10.1291658661978,8.36150830187043,3.76,6.82499323026555
2.8258453254917,-3.00365937296802,2.67628944493667,8.79195540662699,7.19390054633666,4.96,5.76984057452361
-6.44945000522525,-12.3030808560591,-12.3289045877573,-4.69424672151704,-5.86062580963053,-14.1,-2.56955498627947
-5.55836720552328,-11.5958399179573,-11.6018843229095,-3.29166879633656,-4.56758789158265,-6.42,-1.12485922088874
-4.53071511111528,-10.4458598696547,-10.4194050354814,-1.66620845533906,-3.0423397013582,-6.46,0.407179637005875
-5.13532199213796,-10.5288088122777,-10.3990888829647,-1.59049907304048,-3.03360523407864,-8.48,0.39478150993893
0.0906884833186812,-4.51166896816764,-4.20926314430342,4.4328913112774,2.94624088863072,-2.2,6.32564497110414
4.75885323339866,1.27446097928891,1.90095410743228,10.0980729368096,8.60653771935355,4.13,11.804376113173
2.24588873555217,0.103663461751474,1.23429731714639,8.77772967494013,7.32540295854594,1.04,10.3364326980961
5.44299672386904,4.32964517968517,6.20072680656191,13.1758862218427,11.8573328346058,2.93,14.8152731866543
4.62714571652639,3.72370835459416,6.57207881299239,13.165268942171,12.140935457135,1.85,15.2026790735565
3.99337458361032,2.61675894216873,6.51141237064761,12.4721334137799,11.9112185027454,-0.359999999999999,15.1189280389768
6.77001805013185,4.38316246785848,9.29613472041194,14.5040593507323,14.5078810906521,3.31,17.874035517085
7.38246007593928,3.89557458137073,9.55751978007963,13.7532301734245,14.3044234860596,4.25,17.8430920487069
11.3336118854708,7.00185513759187,13.0432996383253,15.9829486603718,16.9827815366904,7.71,20.65602768361
9.09075178915143,4.39546405614886,10.4187210879278,11.9336166820116,13.2229910814831,6.02,16.9498724089385
4.42756943250691,0.0680976978846211,5.61532136851342,5.55479218661127,6.91004277257007,1.85,10.5865189282255
0.00203025142473479,-3.09978503381609,1.42416310784926,-0.419217326148669,0.728415465234555,-1.43,4.22301674182974
-4.59149742559958,-5.78321675847269,-2.55936830508747,-6.25675606892795,-5.5091125817186,-5.42,-2.26003391657915
-3.27394305712406,-2.35744083648581,-0.393261296655119,-6.13550808463398,-5.7876347429539,-3.16,-2.77718531678736
-4.86456645030478,-1.83693156178697,-1.01171394744184,-8.49838601255215,-8.56906035749444,-1.28,-5.72642324631779
-2.07479620874153,2.75087273164122,2.62012315578054,-5.81227502391286,-6.31532617234752,-2.8,-3.61341702182037
-0.276254022676646,5.52070888954219,4.76361070878875,-3.80450776598271,-4.60440197657702,-3.4,-2.12274944940871
0.440884644859814,6.49004981896758,5.39445931752751,-2.70149933255251,-3.67785477569895,-0.720000000000002,-1.33599841085357
1.13906827072654,7.06859563414589,5.79794586679517,-1.57427231985165,-2.65488066306597,0.969999999999999,-0.435026603055945
-3.93617284426421,1.76218528390976,0.366402317571865,-6.25562620068578,-7.41454893629008,-4.87,-5.29094640351779
1.23418337354568,2.79010009479657,2.32381977473036,0.00767656375183279,-0.77379007080004,-1.16,-3.8514748955314
1.36828723792078,2.93898861350498,2.39649352000143,-0.143677100239131,-0.904035291421646,-0.18,-4.01790142026637
-0.0673009164070884,1.41084829911765,0.803441623748132,-1.9121610823946,-2.61147709017958,-1.48,-5.68378010836683
1.64338706821696,2.89026186586222,2.24212078666156,-0.588418090361639,-1.18530817377566,-0.809999999999999,-3.98290584213596
1.93190153543908,2.8513877599935,2.17041031448922,-0.755249011752955,-1.21442103133678,-1.04,-3.57289460663327
2.31904654714546,2.78678371382574,2.08190989546599,-0.945255608577284,-1.22671493033469,-0.0500000000000007,-3.07696389889713
-0.498732179473972,-0.572847263414349,-1.29746827462538,-4.46071365164658,-4.5375202408273,-1.01,-5.75985830118809
3.67510951848529,3.17867682925488,2.41545259215145,-0.988677137778751,-0.89081591223594,0.0799999999999983,-1.48436124176454
5.08312770524473,4.49648899810161,3.68204136584393,-0.0551116933075164,0.113299399738434,4.06,-0.078267623495659
7.87059685140955,7.50301956206189,6.69458120636309,2.73132597698701,2.83142619454458,8.63,2.71805874265734
6.75231909526526,6.8457954566423,6.08439675676744,1.99374275736369,1.92062844087413,8.07,1.61275727546741
8.74273650954758,9.35969731279784,8.71259567923621,4.70144312588053,4.38893724044883,10.27,3.76457694741218
6.1436210381156,7.20218498709492,6.72837264347964,3.0152233895996,2.45219787241577,7.39,1.51417149200282
2.64614914426899,3.96131788265343,3.70424571943214,0.474600721458778,-0.308713010779051,3.43,-1.50093968727059
3.00825524613717,4.29553242828452,4.29702508787275,1.73195385472025,0.785583107206687,0.640000000000001,-0.569313597363106
2.40077041016666,3.28402555811032,3.59267313761915,1.91074131025346,0.884563664259094,-2.14,-0.471648954459944
2.01415018314855,2.21058859899944,2.84562660019898,2.11825816426409,1.07648921515755,-1.65,-0.180722003985949
3.20438979253165,2.63477750960307,3.61404860654472,3.85638389021908,2.80793964327915,0.75,1.70862236621723
3.94053181969411,2.57553143909411,3.8456847936471,4.9106699746245,3.89846202993682,3.04,3.07488367726604
3.38621390230869,1.30614748696119,2.74390220572827,4.34414118967579,3.43122626227066,5.76,2.93469620193623
0.385356285973245,-2.09360766541223,-0.618249065097345,1.22248210071081,0.417772240153898,1.02,0.0913269843770159
-1.41194507813184,-4.0138910286178,-2.59479714520493,-0.748604968477199,-1.45855055071157,-1.1,-1.67390265605934
0.129623297206226,-2.45114115279197,-1.12748510294861,0.613648299710206,-0.0175581799911946,-0.489999999999998,-0.19871898429821
-3.4375993811811,-5.95270159879144,-4.7276650619732,-3.11201552902059,-3.67769438437592,-1.86,-3.85032397624351
1.28249759789403,-3.74661213077953,-0.909890395412312,-0.839946095194705,-0.419441119189205,-1.69,-1.16266641861043
-0.780326319192536,-6.03305477013018,-2.99116978417273,-2.98033211567546,-2.39451906866931,2.96,-3.15401731310317
3.54979844590335,-1.71548985083011,1.45794617122898,1.33292286841097,2.13294916219552,6.71,1.3217016859403
3.24534829348972,-1.69235061273407,1.47771392464447,1.11598506018222,2.15993483433564,2.95,1.38756552740633
3.32534417287608,-1.03768079492646,2.03638641562569,1.37027053843462,2.68780264056753,1.63,2.00911546174037
2.79438415366967,-0.633973177443599,2.21135939404121,1.1431076260664,2.763609765801,2.02,2.10875064252892
0.0930514684887029,-2.07669276053225,0.416367590617334,-1.12695992838203,0.802723748168681,1.47,0.1856074220398
1.83395694162922,1.01734175938492,3.05903226396116,1.17682550368433,3.26715492136847,2.42,2.74527623177636
2.37599017834983,2.77114732772059,4.25913530479994,2.39449337158733,4.29772474275304,3.26,3.88374505163757
0.0945236942527679,1.52250610999649,2.3213907397362,0.81402802071182,2.12070225162979,0.699999999999999,1.76904072363502
-5.18732270578888,-2.96521758920505,-2.90710130692893,-3.7976984268329,-3.37280967642101,-4.67,-3.70727275988169
-4.60757705105933,-1.87540233675091,-2.50153885267601,-2.72831806795915,-3.27194311602423,-3.86,-3.57187994991011
-6.63571784352343,-3.63322753764653,-4.82221873794274,-4.49386140383045,-5.91671139665816,-5.03,-6.15357927782847
-6.46693921799317,-3.38391266622844,-4.96424134460068,-4.30892516036353,-6.38659148953381,-3.44,-6.55913442527903
-4.19292475511066,-1.20449139082993,-2.94564854425072,-2.31768680189237,-4.70335305951402,-1.73,-4.83667840344721
-2.74874358263721,-0.018234592093922,-1.64935069006696,-1.50475314524143,-3.75188236341228,-0.940000000000001,-3.85971980293728
-0.712157366497898,1.73044063932954,0.39018615788541,-0.304863138645814,-2.07902147561965,-1.32,-2.20472308640903
3.25926512855846,5.56742205084849,4.47273490202509,2.8516366167552,1.57684751513871,-1.35,1.43948950826463
1.20578316912948,3.45454916085633,2.63204819848368,0.0509935013106357,-0.634265827313222,1.82,-0.734655978378896
1.64499957543272,3.77141581392877,3.30802837809425,-0.137918494408407,-0.138489399784127,2.8,-0.197015123928388
8.87532555585241,10.7855676729461,10.6325300982181,6.72106238456467,7.22403638695481,8.92,7.1312107676406
10.632135759675,12.2463429708047,12.3521116401998,8.30747875062059,9.12915175097383,10.41,9.04202018733418
6.16655681036442,7.46445168975204,7.78477799670012,3.77791472366542,4.80156420006914,5.13,4.70325848164763
-0.610552264009787,0.36926179722817,0.882935631318215,-3.0374920441504,-1.86151450526049,0.300000000000001,-1.96830999127238
0.982324717465215,0.430973608182065,0.233173514779114,-4.36935812057786,-4.06858779500378,1.79,-1.31842657650994
2.16257968886682,1.65021990001547,1.39422020439484,-3.3093977994896,-3.12887135806647,2.75,-0.248425924994756
5.0406230339259,4.65865787490441,4.3478237246739,-0.292029102089378,-0.287900618866718,6.51,2.58338679027032
3.87324249446828,3.8491900067148,3.4873847605499,-0.977252561841309,-1.19365402878952,5.18,1.62270387592678
3.31738142673167,3.84263673683147,3.42116348143512,-0.803093596414774,-1.28169280759471,4.79,1.4345664780663
