"DA spot SC","RL actuals SC","RL MK SC","RL diff SC","VAR SC"
-4.60873336997217,-2.83659814886035,-2.25600962256424,-2.23734730559175,-2.29170487561363
-0.766119026864734,1.0128997238722,1.59992993580734,1.5799244030105,1.53578712383113
-5.53209368326232,-3.74750282818276,-3.15484126176972,-3.21212056837684,-3.24680821894761
-7.83590922460597,-6.04707135963609,-5.44961562804974,-5.5427317328106,-5.5687440054834
-4.89927509788271,-3.10752898664458,-2.50614313733298,-2.6336161648936,-2.65173089885571
-4.8898913536319,-3.09658942891737,-2.49216436747204,-2.65247154278093,-2.66347016569636
-5.20017750471007,-3.4066858684808,-2.80013935863674,-2.99171500694497,-2.99638253495439
-8.27054211171866,-6.4782405351061,-5.87051719874174,-6.09175274560292,-6.09087778332368
-9.12711723928881,-7.33739916259416,-6.72947047973144,-6.97871445100168,-6.97308919152783
-10.1780401587038,-8.39231269139805,-7.78517700020235,-8.06073502204033,-8.05115524694261
-11.0117003719153,-9.23138429263928,-8.62606678941945,-8.92620158828634,-8.91346666761218
-12.2289230019477,-10.455452758512,-9.85300549772032,-10.1759369003798,-10.1608497926534
-10.4489018130515,-8.68372552243644,-8.08522741666875,-8.42913235018717,-8.41249960240914
-8.44415700383574,-6.68873645219148,-6.095293272187,-6.45830576393309,-6.44093751158101
-9.53995014717069,-7.79576078981717,-7.20850516445862,-7.5887163421037,-7.57142630913174
-10.5902816449372,-8.85881260636415,-8.2789040226777,-8.67436211419562,-8.65796761303465
-10.9994765568886,-9.28223063075548,-8.71085543391077,-9.1195657675779,-9.10488769913547
-7.41458052121051,-5.71307417034668,-5.15144556365682,-5.57137056805208,-5.55923342171241
-8.28016808309219,-6.5959314394967,-6.04528948441827,-6.47434868842308,-6.46558054204711
-7.798592157911,-6.13316902275271,-5.59478063888576,-6.03085067168411,-6.02628319160942
-8.18806699769498,-6.54301484131254,-6.01817380640056,-6.45908839747895,-6.45955683851987
-4.6980433112682,-3.28504449312017,-3.05258340451404,-3.36310710444237,-3.10131498186339
-6.81788332801854,-5.39082216688555,-5.15784366125445,-5.48808371611868,-5.20864448560775
-6.31361032948804,-4.87332018151734,-4.64102458103486,-4.9890217650821,-4.69332850156737
-2.23802420818867,-0.785390784828166,-0.555011242039793,-0.918751681176794,-0.608233589039255
-4.56903505294339,-3.10499642094163,-2.87779891876481,-3.25521409055794,-2.93133650363142
-5.22968790801717,-3.75523448942335,-3.53251784114747,-3.92148457482273,-3.5857489563939
-4.31819913971238,-2.83437371187635,-2.61746956116271,-3.01581003760574,-2.66975398041411
-2.72612582034636,-1.23402351591863,-1.02429633680049,-1.42977808855653,-1.07497531479446
2.22921420058211,3.7284458936504,3.92959879676785,3.51926288549389,3.88120252418122
0.0441177957273808,1.54927903418443,1.74042752652406,1.32757921986769,1.69500974238222
-2.53598379607261,-1.02614521077925,-0.846464094366496,-1.25942838392943,-0.888189088138589
-1.67625723316996,-0.163045854893369,0.00367209007149683,-0.406957121581776,-0.0336272925183323
-1.80065904511076,-0.285431783004704,-0.133205635380669,-0.538994059967678,-0.16532806708819
1.59757544705207,3.11340932853321,3.24958222255155,2.85119494252778,3.22340660031388
3.34750175405161,4.8624806351528,4.98100598892862,4.59263485930543,4.96156555363591
1.23091503457061,2.74352494023614,2.8427756367607,2.46709031171579,2.83087728477555
-5.03694694171562,-3.52827234184209,-3.44995624994948,-3.81023146789801,-3.4534871033769
-8.69608338553174,-7.1929627771072,-7.13727406759916,-7.47936022759286,-7.13159348833118
-11.0266176096507,-9.53072203363277,-9.49938631463387,-9.82044981747391,-9.48363184964528
-11.2763058142177,-9.78935866686464,-9.78413437687137,-10.0812869750185,-9.75742505424942
-8.91369368418463,-7.43747071705546,-7.46014912493627,-7.73044792251101,-7.42158545388071
-7.78237218788885,-6.31870150784313,-6.37110671283838,-6.61155416562075,-6.3197706836614
-4.69314485491401,-3.24390692411195,-3.32789585583397,-3.53543977126363,-3.26285093996024
-10.7535085886839,-9.32063622458642,-9.43809864301944,-9.60963218019573,-9.35838979298611
-3.96128566133754,-2.33977296117684,-2.17898370953643,-2.90777434341483,-3.01056794939641
-4.24869667646945,-2.61763657439751,-2.45277960138134,-3.19997189367151,-3.29791649401071
-5.30851865438552,-3.66978341327554,-3.50105432223187,-4.26595139864752,-4.35952411877123
-2.88647737481047,-1.24191038574608,-1.06952744049911,-1.85139511876032,-1.94107139296288
-3.68916044871307,-2.04057623098836,-1.86478035583825,-2.66284714567146,-2.74910071711465
-7.03190022175862,-5.38108442287813,-5.20213920260095,-6.01559630573898,-6.09889922645202
-5.35846644751809,-3.70717584319681,-3.5253675230446,-4.35336883322664,-4.4341914641062
-1.16697156646554,0.483065939371087,0.667428453670354,-0.174233649301236,-0.253044660111428
4.54660984013656,6.19369521535266,6.38028035759505,5.52587818408198,5.44861181470961
-0.432910736660503,1.20955234758873,1.39800589109439,0.531821677281542,0.455634661848002
-6.54283183117994,-4.90663232645435,-4.71668726884126,-5.59365818471851,-5.66922944257966
-9.14777310057458,-7.51944959213986,-7.32841256805109,-8.21513753976379,-8.29055494528644
-10.1620509539253,-8.5431869867592,-8.35148020430243,-9.24688927762799,-9.32261304491345
-11.1366070314993,-9.52875727878986,-9.33682560654877,-10.2398115192709,-10.316300171288
-9.10109404494798,-7.50578430809378,-7.31409527512796,-8.22351345703685,-8.30122382562168
-10.3141153086692,-8.73284251727926,-8.54188631312425,-9.45655488601637,-9.53594211187264
-8.88117902044119,-7.31541123233504,-7.12570070700232,-8.04440048468054,-8.12591801737935
-7.9418056773884,-6.39298207859594,-6.20505274257294,-7.12652723084649,-7.21062682882637
-8.84460113160199,-7.31413203636358,-7.12854206061368,-8.05149745729817,-8.13862918786511
-5.58789469650287,-4.07716154726934,-3.89449176323187,-4.81759695814925,-4.90820919747667
-4.21825018789766,-2.72860555533028,-2.54945945492049,-3.47134602989912,-3.56588546302788
-1.83164369297733,-0.364411275947809,-0.189415011556918,-1.1086772404315,-1.20758886126993
-5.04132214164979,-3.5977967672403,-3.42759915173546,-4.34279400034707,-4.44652111167091
-9.62709106237358,-8.20853868587674,-8.04381119260105,-8.95345831879713,-9.06244253224957
-0.27914229971676,0.323460473088197,0.466584278985156,1.45841167798671,1.07899885307324
-2.22226303946665,-1.62904940639471,-1.47536714973872,-0.458793475392234,-0.849811734964394
-4.26415183261116,-3.6820637487611,-3.51669616401108,-2.47596949378245,-2.87768370924861
-0.552838861290596,0.0163408460106318,0.194539736237363,1.25878372443003,0.8473065893326
-0.888899048389753,-0.334456962802356,-0.142261689668576,0.94482154011471,0.524538079146826
-0.540684884888787,-0.00285608401831539,0.20451974950053,1.31372174604571,0.885612110466248
0.298985991494551,0.818279426806939,1.04203909823653,2.17259698825957,1.73766488682547
1.25787231455934,1.75666188563441,1.99802777254811,3.14913628430966,2.70840898327592
3.41351120698754,3.88978199730796,4.14999557732681,5.3208070406322,4.87533536375189
6.56585452515665,7.01754520036706,7.29786705115973,8.48749139735901,8.03834972588328
8.62591330835838,9.0509161162653,9.35262591554818,10.5601306775361,10.1084169502141
8.16600738073661,8.5621681513085,8.88656467684563,10.1109749890615,9.65781070214059
6.45724972030927,6.82236786567652,7.17076899527961,8.41106759370759,7.95759780093303
4.42451844445286,4.75634695890778,5.13008967043621,6.38521689260509,5.9326102052203
1.87770408855045,2.17394954854728,2.57438991990811,3.84324370489137,3.39269229163779
4.27813915738023,4.53646172153513,4.96497493068309,6.24641081909888,5.79913040621606
7.65492402262849,7.87293743171954,8.33091775665702,9.6237488906682,9.18097876189371
12.279709802264,12.4549813792312,12.9438421980083,14.2468393213224,13.8098423178919
7.29334151898474,7.42339216893006,7.94456595964446,9.25645741751377,8.82651993816097
6.45340265828751,6.5357068684748,7.09064520927193,8.41011694849333,7.98854894945004
6.20822969438673,6.24021553424177,6.83038910331472,8.15608467222983,7.74421966722589
4.88778955000041,4.86683867111091,5.49373724670044,6.82425779519557,6.42345285545888
7.17070107216196,7.09414870827755,7.75928116867208,9.09318544817822,8.70482120243477
6.11068366825803,5.97581863529027,6.68071295882589,8.01651732231872,7.64199795679255
-4.36125040864007,-4.86776392825999,-4.48620635758607,-3.76983035666812,-3.95504509469312
-2.91846741065591,-3.41014811054112,-3.01337163208407,-2.3309221505208,-2.50932184623417
-1.38606266429163,-1.86235334536991,-1.45195782866572,-0.804497204399251,-0.976200409627349
-1.39581448151588,-1.85605107225183,-1.43367332929552,-0.82227117959712,-0.987409808113842
4.5399774763618,4.09656591996677,4.52925213472115,5.10351891325107,4.94479958572434
10.0259210675097,9.60021236191735,10.0414963515567,10.5775435829886,10.425084918783
8.5674758193752,8.16045465351046,8.60858877866271,9.1053250077379,8.95895500723687
13.0581019582359,12.6708598934869,13.1240595723209,13.5803860644516,13.4399193660912
13.4595827442975,13.0933182145155,13.5497619227411,13.9645726640102,13.8298105442791
13.3921976232308,13.0482159347304,13.5060452055982,13.8782269027598,13.7489572761989
16.1659637947025,15.8456771262613,16.3029965505632,16.6314286310419,16.5074260502447
16.1559735650352,15.860900967894,16.3157781939627,16.5993328058541,16.4803584614667
18.992158749493,18.7239261473558,19.1743918810651,19.4119338931357,19.2977356138565
15.311551100717,15.071891289751,15.5159392945155,15.7063262962026,15.5966385487826
8.97604508773701,8.76679773657266,9.20238483334789,9.3444671347597,9.23901102400229
2.64269197640864,2.46580362613945,2.89084969342207,2.98347032533763,2.88195359409875
-3.80790623410179,-3.95038216991907,-3.53799419609151,-3.49599948222229,-3.59388245303424
-4.29030004808367,-4.39620328342913,-3.9986274094781,-4.00843014153446,-4.10299833295858
-7.20247348756313,-7.26953686395367,-6.88896403875967,-6.95174302394999,-7.04332877897291
-5.05009410369331,-5.07594359018265,-4.71460170508522,-4.83154302994702,-4.92049205350288
-3.51774293709105,-3.49989763026974,-3.16005151906746,-3.3323485494674,-3.41901990843785
-2.68699610403035,-2.62286822802574,-2.30681966697621,-2.53567304811009,-2.62043917132431
-1.7397145359154,-1.62660944239169,-1.33669715021154,-1.6233148066043,-1.70656148483898
-6.54700884475141,-6.3821250129096,-6.12072465077449,-6.46632178628022,-6.54844817225956
-2.55210810013302,-2.32881828748543,-2.28643716115382,-2.74208403229411,-2.82398274089228
-2.73589870776382,-2.51555671523483,-2.47074626128965,-2.92369080525081,-3.0058368099133
-4.41862386611387,-4.20141620969782,-4.1537983287209,-4.60317855175526,-4.68583456822602
-2.73408767006568,-2.52024992923463,-2.46945316585086,-2.91439566621337,-2.99781156995093
-2.33991531725806,-2.12973213496183,-2.07539167783916,-2.51501164578742,-2.59942447196483
-1.85933351730869,-1.65313859997484,-1.59489628182427,-2.02829749961855,-2.1139314431234
-4.55709606505743,-4.35527218259127,-4.29277648016688,-4.71905132207006,-4.80611773750449
-0.295995601341989,-0.0989745871265626,-0.0318806212254863,-0.450110053503114,-0.538807455183782
1.09616375838916,1.28790100749305,1.35993147203062,0.950677891110356,0.860163829152235
3.87900899059547,4.0649325142493,4.14223106854011,3.74289518870637,3.65039163272504
2.7606703014706,2.94020107585809,3.02309266697581,2.63462774595511,2.5399747024903
4.89988745091286,5.07239738873999,5.16120031971524,4.78457102323145,4.68762133910833
2.63730495985412,2.80211691034911,2.89714284016946,2.53332524194381,2.43394460427301
-0.389566980794864,-0.233179231881529,-0.131625288271582,-0.481643706520519,-0.583576770342901
0.530705409431551,0.677893679035979,0.78627400733696,0.451053658780673,0.346459536488265
0.617414201768831,0.754578650859351,0.870077090709739,0.550665109559382,0.44331413676397
0.897773938212822,1.02404116210669,1.1469427963218,0.844360888288016,0.734170113242072
2.77693051834257,2.8913780488793,3.02196131623138,2.73724259502216,2.62414190626363
4.1333742506952,4.23503055623655,4.3735672514548,4.10775623877549,3.99168836512778
3.98373019546716,4.07157468089715,4.21832995466771,3.97248258022101,3.85340309079296
1.13125618422835,1.20421919095327,1.35945154991918,1.13463515140515,1.01251245559111
-0.642735676248286,-0.585772870299905,-0.421811563538615,-0.624518240422571,-0.749702892942832
0.824019136532588,0.863813956155223,1.03674942926883,0.857242627709709,0.728990108448478
-2.83569056591227,-2.81428058164233,-2.63213236766252,-2.78733773220469,-2.91865118795619
-0.546189224239711,-0.626234874165991,-0.3321929782852,-0.581530189226036,-0.503695012825425
-2.56122121652897,-2.61045788332898,-2.33541099570777,-2.58757633766303,-2.5170494128997
1.89282816734579,1.87315365238838,2.12967561386823,1.87462400073471,1.93769772644359
1.93900928711164,1.94765290177673,2.18614765945928,1.92812609969913,1.98363812018168
2.54283880405482,2.57855933518588,2.79955225164102,2.53845153452136,2.58632978485096
2.62669128260255,2.68825032610662,2.89229440413006,2.6279797836335,2.66818864012881
0.6896784858634,0.775840446711117,0.963516329324388,0.69582752414901,0.728367804373962
3.23736625618149,3.34689834840704,3.51881431885751,3.24756551241687,3.27247447518067
4.36571798429654,4.49739023099769,4.65418221275856,4.3791620531817,4.39651339853882
2.24273592306091,2.39532115639898,2.53765271316927,2.25862431330072,2.2685281825509
-3.24004052433509,-3.06776666313517,-2.93920432743061,-3.22250339003086,-3.21990041434258
-3.10932049804823,-2.91857955869799,-2.80306759990849,-3.09092528296494,-3.09544017704827
-5.69392701861599,-5.48593774176337,-5.38272967551241,-5.67545947203411,-5.68687277085349
-6.10064835683988,-5.87662667406925,-5.78494837575451,-6.082889314035,-6.10094511130958
-4.37764211306456,-4.13880114689672,-4.05785085169004,-4.36136749530741,-4.38577344351108
-3.39844146705356,-3.14599153094574,-3.07493983379313,-3.38442228160997,-3.41484959197134
-1.73953547062592,-1.47468406897177,-1.41267392459341,-1.72853781075684,-1.76462125325924
1.91022904918623,2.18627722105663,2.24013049816637,1.91744400422472,1.87610610084321
-0.256746456238986,0.0292965995811514,0.0759053351537489,-0.254070471282269,-0.300224723035676
0.289657846350419,0.584496708917367,0.624800868910121,0.287043509979053,0.236547463606232
7.62821606381964,7.93065446499404,7.96562165559007,7.61956496887876,7.56523812288428
9.55090209801555,9.8597465787216,9.89037204632986,9.53547272126861,9.47786251189548
5.22553670627418,5.53959661649967,5.56690324775494,5.2025924384895,5.14228274322604
-1.43114034241707,-1.11305284362079,-1.0880145218579,-1.46233119646627,-1.5247200588865
-1.37259687332975,-0.344654766372159,-0.350037074788137,-1.70623541363832,-1.72194723198083
-0.310985345514052,0.744541620247375,0.738179740032081,-0.631064393499315,-0.642522462050859
2.51237481370196,3.5934945668522,3.58692305221489,2.20526196537933,2.19856313698885
1.54316382802952,2.64781648944161,2.64179450949819,1.24845394216431,1.24697880734044
1.34641076063003,2.47246864346504,2.46774459907008,1.0635706554725,1.06774263065623
1.89792884746374,3.0431964571708,3.0405079809175,1.62645539671961,1.63665686138737
6.48276119646118,7.64497523077745,7.64504918699762,6.22218132929161,6.2387536259553
9.24955528361086,10.4263846325615,10.4299371173257,8.9994259846325,9.02266941883943
4.62752923810393,5.81657498400229,5.82431132511946,4.38743754738887,4.41761138772184
7.34172230327351,8.54051772072083,8.55313247773879,7.11128531634931,7.14860779442654
8.86628902154331,10.0722995774289,10.090476541634,8.64515388939299,8.68980219986814
8.35224913544225,9.56287248894355,9.58728468336082,8.14009306450428,8.19220336506648
6.21484997181248,7.4274159743949,7.45872565378797,6.01138022398082,6.07104763535463
8.58940676171451,9.80117745713152,9.84003610800266,8.39436065433855,8.461639260284
7.68459022744458,8.89275985173769,8.93980819232782,7.49773513332919,7.57263798064172
8.31242517312714,9.51412015462592,9.56998813491457,8.13355852053265,8.21605761904317
12.3620340838277,13.5543130431498,13.6196198448551,12.1909833564699,12.2810096790448
16.0207976673024,17.2006514173534,17.2760054539322,15.8574204043525,15.9548638868935
14.1621543647953,15.3265059107689,15.4125048274167,14.00633816088,14.1110477023244
13.7809389162035,14.9266434555814,15.0238741292323,13.632601421405,13.7443848837255
11.8291115149766,12.9529564375287,13.0619949768554,11.6882004348326,11.8068246430373
9.41604471252157,10.5147496003056,10.6361613457194,9.28253780802511,9.40772855015763
6.44226991934558,7.51248654670746,7.64682607035837,6.31617500694521,6.44761703408457
7.13809845814564,8.17641079171927,8.32422189749591,7.01945340974537,7.15679043600606
4.50220255404782,5.02852646284821,5.43856326300451,4.19983977403552,4.38618471650999
4.78976360494241,5.3071068932029,5.73109418587613,4.48452475122604,4.68805796141483
4.74606788576561,5.25401737103594,5.69177104135238,4.43921879461252,4.6590003850934
6.9748991078627,7.47305285017424,7.92434398855723,6.66772917934583,6.90279691078712
6.4768222706951,6.96478957256091,7.4293444747308,6.17064446869298,6.42001374985355
7.64628176064794,8.12368316706272,8.60118333403694,7.34243261284469,7.60509650057396
9.40617157092604,9.87263886936615,10.3627210074592,9.10601116881137,9.38094036804932
7.76896220421126,8.22413842463471,8.72639444545803,7.47387420308045,7.76001706685761
10.1412723675331,10.5848117823795,11.0987888028417,9.85266398648698,10.1489465159244
6.74521872042911,7.17678684461991,7.70198718692659,6.46452074237423,6.76984658668361
8.39048253429362,8.80975612523176,9.34563731688558,8.11914930594199,8.43239976242548
9.67224554596057,10.0789126035307,10.6248873773313,9.41175497782982,9.73178899188014
6.89079623792457,7.28455600449293,7.83999229853722,6.64264980433792,6.96830396943839
8.8925282069382,9.27309116735278,9.83731212503448,8.65825094602446,8.9883395037489
9.38496922392399,9.7520571055144,10.3243410755244,9.16610973761755,9.49942457763036
12.0204705592126,12.3738163317901,12.9533968681162,11.8186010132535,12.1539116733096
10.8365034473102,11.1758513231677,11.7619171850949,10.6532195712439,10.9892732371888
10.1499820119631,10.4750874458752,11.0667825979855,9.98690309914078,10.3224246049106
7.1250964942197,7.43572618344266,8.03214979561516,6.98386540179816,7.31755722941944
8.79621111340727,9.09214299767896,9.69234944508972,8.67849426234882,9.00903654193871
9.16917886186742,9.45020212340739,10.0532009865295,9.07666623693997,9.40271674670618
3.48778432193028,3.75369938543973,4.35845545004345,3.42218947170732,3.74238363794812
1.31956852277753,1.57018705543933,2.17562031259186,1.28262855963815,1.59557945674234
-0.809036696649294,-0.57389178517062,0.0310938608950089,-0.815561096520412,-0.511262746073466
-3.47710965346777,-2.60250262180227,-2.04816771879255,-3.26158583978017,-3.22046850044847
-0.651303880197425,0.255529298456281,0.812588384326922,-0.431066758899579,-0.378516205125919
0.647901943265087,1.58539488676102,2.1444361068322,0.871118946211787,0.93455223634589
5.13542383110745,6.10209512109264,6.66233686127137,5.36000906520823,5.43374876720682
3.15694259163535,4.15139577354985,4.71201685431049,3.38140618186205,3.46485012481472
3.84396844960141,4.86489203267827,5.42503170906259,4.06694229639248,4.15946246297438
0.0807504470398683,1.12691790430518,1.6856758659223,0.300988226300369,0.401930752772223
13.1732954684897,14.2435652367625,14.800001607789,13.3896726315913,13.4983578077994
11.2594123837264,12.3527278636189,12.9058632027986,11.4709261575075,11.5866484268836
7.88634428016292,9.00173383608022,9.55054913672435,8.09211366692827,8.21414162648984
7.07970341510563,8.21628037524587,8.75971706523312,7.27896919262682,7.40654559297679
6.9008548090427,8.05781746539704,8.59477740717342,7.09297953055788,7.22532127588473
5.59773103108149,6.77436263943412,7.30370813001304,5.7821990252954,5.91849717337321
3.930566748122,5.12623552805011,5.64678929901234,4.10698411920601,4.2464038813944
3.61379415402498,4.8279532888988,5.33849850639248,3.78188878161708,3.92356952286123
4.81472605885574,6.04691369583848,6.54619396057917,4.97434759806052,5.11740283689116
4.25126379822849,5.50110304827641,5.98782239554699,4.40238367961715,4.54590108815059
4.49060951641582,5.75780845427819,6.23063135392896,4.6333209460262,4.77636234996428
6.4575062580339,7.74185792225299,8.19940927870161,6.59202421737042,6.73362559600056
-0.549094503073874,0.752287889837234,1.19315304206874,-0.422433257040154,-0.283261770844987
2.7098118688776,4.02818795660905,4.45091267817588,2.82907493404619,2.96480081426492
2.68461460922663,4.02003232169975,4.42312282072167,2.79705980143436,2.92829851572073
3.31509998448579,4.66769221541494,5.04961513457913,3.42142938710357,3.54711352908723
-0.478856358126592,0.891128248765938,1.25031066532696,-0.377818886261267,-0.258782569365113
-4.5168403570644,-4.38575210293284,-4.22494021078521,-5.24271057396155,-5.04932743465917
-2.15385745435021,-2.03368319499257,-1.85555762044031,-2.88560837649037,-2.67539550775568
-1.29444600256782,-1.18441361713985,-0.989826369704385,-2.03177268908,-1.80524052673033
-2.02340901445155,-1.92271043838746,-1.71256496042109,-2.76597493186651,-2.52367077729489
-1.3600868575653,-1.26787808257778,-1.04312924926367,-2.10752387981558,-1.85003189999072
-4.90687789810336,-4.82227897218356,-4.58393309153575,-5.65878630652323,-5.38672753398957
-1.09928911417911,-1.02138414159666,-0.770498954460052,-1.85523759750462,-1.56926993038229
1.2008797723024,1.27304263099943,1.53535795094905,0.441354117933464,0.740535915948627
-2.34704856401936,-2.27964003603432,-2.00705518977832,-3.10965689297127,-2.7979925933348
0.710497838269447,0.774175762437473,1.05581809566232,-0.0546670762067549,0.268711230203778
7.98013584494998,8.04114283591751,8.33057918394282,7.21297202660643,7.54725897936809
9.0182972248712,9.07772889697626,9.37364435480279,8.24972377691547,8.59407715002964
10.0675368260449,10.1265247373471,10.4275529671447,9.29817461533047,9.65171531722278
